cust_id,act_active_dt,package_id,bill_zip,customer_segment,status,bill_amt
8066175200,6/29/2009,620581,560004,G,ACTIVE,11254.88
1008012420,7/13/2009,610487,560066,G - TC,ACTIVE,16973.1
1008012429,7/14/2009,610487,560066,G - TC,ACTIVE,14010.17
8066116600,7/16/2009,14268,560045,G - TC,ACTIVE,1966.3
1008012346,7/4/2009,610487,560066,G - TC,ACTIVE,10742.46
1008012543,7/17/2009,610487,560066,G - TC,ACTIVE,9825.04
1008012544,7/17/2009,610487,560066,G - TC,ACTIVE,9825.04
1008011375,6/6/2009,610487,560094,G - TC,ACTIVE,4779.79
1008012643,7/20/2009,610487,560066,G - TC,ACTIVE,46668.22
1008012761,7/23/2009,610487,560066,G - TC,ACTIVE,34779.91
1008011507,7/28/2009,610487,560094,G - TC,ACTIVE,76839.07
1008011594,7/1/2009,610487,560094,G - TC,ACTIVE,14468.88
1008011429,7/5/2009,610487,560094,G - TC,ACTIVE,6614.35
1008011637,7/6/2009,610487,560094,G - TC,ACTIVE,5953.62
1008011527,6/15/2009,610487,560094,G - TC,ACTIVE,11659.88
1008012545,8/11/2009,610487,560066,G - TC,ACTIVE,48136.99
1008013169,8/10/2009,610487,560066,G - TC,ACTIVE,6614.41
1008013453,8/17/2009,610487,560066,G - TC,ACTIVE,18467.13
1008013353,8/20/2009,610487,560066,G - TC,ACTIVE,26175.95
1008013757,8/22/2009,610487,560066,G - TC,ACTIVE,7877.56
1008013208,8/22/2009,610487,560066,G - TC,ACTIVE,105839.19
1008013506,8/26/2009,610487,560066,G - TC,ACTIVE,11258.02
1008014384,8/25/2009,610487,560066,G - TC,ACTIVE,75420.53
1008015591,8/29/2009,610487,560066,G - TC,ACTIVE,6614.41
1008013755,9/1/2009,610487,560066,G - TC,ACTIVE,7073.06
1008012881,9/6/2009,610487,560066,G - TC,ACTIVE,117978
1008019154,9/27/2009,610487,560066,G - TC,ACTIVE,9882.06
1008008155,10/18/2009,610487,560066,G - TC,ACTIVE,35438.35
1008019231,10/21/2009,610487,560066,G - TC,ACTIVE,52440.66
1008016145,9/9/2009,610487,560066,G - TC,ACTIVE,9366.39
1008019158,10/7/2009,610487,560066,G - TC,ACTIVE,5323.42
1008015750,8/29/2009,610487,560066,G - TC,ACTIVE,9366.33
1008020718,10/21/2009,610487,560066,G - TC,ACTIVE,20567.91
1008020871,10/24/2009,610487,560066,G - TC,ACTIVE,11732.15
1008021317,11/3/2009,610487,560066,G - TC,ACTIVE,109551
1008020873,11/3/2009,610487,560066,G - TC,ACTIVE,49179.97
1008021443,10/29/2009,610487,560066,G - TC,ACTIVE,83879.55
2008004172,9/5/2009,610486,560067,G - TC,ACTIVE,17995.86
1008021913,11/14/2009,610487,560066,G - TC,ACTIVE,13035.83
1008022448,9/12/2009,610487,560001,G - TC,ACTIVE,324637.99
1008022454,9/12/2009,610487,560001,G - TC,ACTIVE,354125.78
1008040184,9/12/2009,610487,560001,G - TC,ACTIVE,129236.23
1008040185,9/12/2009,610487,560001,G - TC,ACTIVE,129236.23
1008040186,9/12/2009,610487,560001,G - TC,ACTIVE,129236.23
1008040188,9/12/2009,610487,560001,G - TC,ACTIVE,129236.23
1008040189,9/12/2009,610487,560001,G - TC,ACTIVE,2498793.82
1008040190,9/12/2009,610487,560001,G - TC,ACTIVE,493137.75
1008040191,9/12/2009,610487,560001,G - TC,ACTIVE,103567.89
1008040198,9/12/2009,610487,560001,G - TC,ACTIVE,637365.81
1008040199,9/12/2009,610487,560001,G - TC,ACTIVE,221360.09
8083660003,10/10/2009,610431,560025,G - TC,ACTIVE,0
8008010108,11/3/2009,610431,560025,G - TC,ACTIVE,0
8008010109,12/5/2009,610431,560025,G - TC,ACTIVE,0
8008010110,11/3/2009,610431,560025,G - TC,ACTIVE,0
8008010111,12/5/2009,610431,560025,G - TC,ACTIVE,0
8008010112,11/6/2009,610431,560025,G - TC,ACTIVE,0
7083660003,10/10/2009,610431,560025,G - TC,ACTIVE,90689.06
7008010110,11/3/2009,610431,560025,G - TC,ACTIVE,90688.17
7008010111,12/5/2009,610431,560025,G - TC,ACTIVE,176358.85
7008010112,11/6/2009,610431,560025,G - TC,ACTIVE,90688.17
7008010108,11/3/2009,610431,560025,G - TC,ACTIVE,90688.17
7008010109,12/5/2009,610431,560025,G - TC,ACTIVE,176345.65
1008016353,11/16/2009,610487,560001,G - TC,ACTIVE,3823.83
1008016357,11/10/2009,610487,560001,G - TC,ACTIVE,3823.83
1008016362,10/31/2009,610487,560001,G - TC,ACTIVE,3823.83
1008016447,11/2/2009,610487,560001,G - TC,ACTIVE,3823.83
1008022262,9/23/2009,610487,560001,G - TC,ACTIVE,7858.24
1008023959,12/16/2009,610487,560001,G - TC,ACTIVE,3038.03
1008021678,12/11/2009,610487,560066,G - TC,ACTIVE,187733.62
8008010113,11/6/2009,610431,560025,G - TC,ACTIVE,0
7008010113,11/6/2009,610431,560025,G - TC,ACTIVE,90688.17
8819210116,11/6/2009,610431,560025,G - TC,ACTIVE,0
7819210116,11/6/2009,610431,560025,G - TC,ACTIVE,111229.06
8083110114,11/7/2009,610431,560025,G - TC,ACTIVE,0
7083110114,11/7/2009,610431,560025,G - TC,ACTIVE,90688.17
1008023177,12/14/2009,610487,560066,G - TC,ACTIVE,4647.05
1008022229,12/9/2009,610487,560066,G - TC,ACTIVE,24622.57
1008022889,12/5/2009,610487,560066,G - TC,ACTIVE,41755.44
8847210117,11/7/2009,610431,560025,G - TC,ACTIVE,0
7847210117,11/7/2009,610431,560025,G - TC,ACTIVE,90688.17
8839210115,11/7/2009,610431,560025,G - TC,ACTIVE,0
7839210115,11/7/2009,610431,560025,G - TC,ACTIVE,90688.17
1008022851,11/27/2009,610487,560066,G - TC,ACTIVE,39348.53
1008023208,12/17/2009,610487,560066,G - TC,ACTIVE,12311.82
1008060997,12/18/2009,610487,560066,G - TC,ACTIVE,29004.63
1008009815,4/1/2009,610487,560066,G - TC,ACTIVE,38204.64
1008060899,11/27/2009,610487,560066,G - TC,ACTIVE,129214
1008062328,11/18/2009,610487,560001,G - TC,ACTIVE,5698.52
1008062329,1/12/2010,610487,560001,G - TC,ACTIVE,5698.52
1008062330,1/12/2010,610487,560001,G - TC,ACTIVE,5698.52
1008062331,1/12/2010,610487,560001,G - TC,ACTIVE,5698.52
1008062332,1/12/2010,610487,560001,G - TC,ACTIVE,5698.52
1008062333,1/12/2010,610487,560001,G - TC,ACTIVE,5698.52
1008062334,1/12/2010,610487,560001,G - TC,ACTIVE,5698.52
1008062335,1/12/2010,610487,560001,G - TC,ACTIVE,5698.52
1008062336,1/12/2010,610487,560001,G - TC,ACTIVE,5698.52
1008080100,1/28/2010,610487,560001,G - TC,ACTIVE,3304.32
1008080101,1/28/2010,610487,560001,G - TC,ACTIVE,3304.32
1008080102,1/28/2010,610487,560001,G - TC,ACTIVE,3304.32
1008080103,1/28/2010,610487,560001,G - TC,ACTIVE,3304.32
1008080104,1/28/2010,610487,560001,G - TC,ACTIVE,3304.32
1008080105,1/28/2010,610487,560001,G - TC,ACTIVE,3304.32
1008080106,1/28/2010,610487,560001,G - TC,ACTIVE,3304.32
1008080107,1/28/2010,610487,560001,G - TC,ACTIVE,3570.33
1008080108,1/28/2010,610487,560001,G - TC,ACTIVE,3304.32
1008080109,1/28/2010,610487,560001,G - TC,ACTIVE,5964.53
1008080110,1/28/2010,610487,560001,G - TC,ACTIVE,5964.53
1008080111,1/28/2010,610487,560001,G - TC,ACTIVE,5964.53
1008080112,1/28/2010,610487,560001,G - TC,ACTIVE,5964.53
1008080116,1/28/2010,610487,560001,G - TC,ACTIVE,8092.82
1008080117,1/28/2010,610487,560001,G - TC,ACTIVE,8092.82
1008080118,1/28/2010,610487,560001,G - TC,ACTIVE,8092.82
1008080119,1/28/2010,610487,560001,G - TC,ACTIVE,8092.82
1008080120,1/28/2010,610487,560001,G - TC,ACTIVE,8092.82
1008080121,1/28/2010,610487,560001,G - TC,ACTIVE,3304.32
1008080122,1/28/2010,610487,560001,G - TC,ACTIVE,8092.82
1008023753,12/28/2009,610487,560001,G - TC,ACTIVE,3570.34
1008023759,12/28/2009,610487,560001,G - TC,ACTIVE,3570.34
1008023762,12/28/2009,610487,560001,G - TC,ACTIVE,3570.34
1008023767,2/24/2010,610487,560001,G - TC,ACTIVE,3291.11
1008023772,12/28/2009,610487,560001,G - TC,ACTIVE,3291.11
1008023773,12/28/2009,610487,560001,G - TC,ACTIVE,3291.11
1008023787,12/28/2009,610487,560001,G - TC,ACTIVE,3570.34
1008023788,12/28/2009,610487,560001,G - TC,ACTIVE,3291.11
1008023902,11/9/2009,610487,560001,G - TC,ACTIVE,3291.11
1008023904,11/9/2009,610487,560001,G - TC,ACTIVE,3291.11
1008023907,11/18/2009,610487,560001,G - TC,ACTIVE,3570.34
1008023908,11/18/2009,610487,560001,G - TC,ACTIVE,3570.34
1008023909,11/18/2009,610487,560001,G - TC,ACTIVE,3570.34
1008023910,11/18/2009,610487,560001,G - TC,ACTIVE,3570.34
1008023911,12/28/2009,610487,560001,G - TC,ACTIVE,3291.11
1008023912,1/16/2010,610487,560001,G - TC,ACTIVE,5951.33
1008023916,11/18/2009,610487,560001,G - TC,ACTIVE,5951.33
1008023917,11/18/2009,610487,560001,G - TC,ACTIVE,5951.33
1008023918,11/18/2009,610487,560001,G - TC,ACTIVE,5951.33
1008023940,12/5/2009,610487,560001,G - TC,ACTIVE,34071.48
1008023946,12/8/2009,610487,560001,G - TC,ACTIVE,69227.59
1008023949,12/8/2009,610487,560001,G - TC,ACTIVE,131020.29
1008023952,11/18/2009,610487,560001,G - TC,ACTIVE,48038.32
1008023953,11/6/2009,610487,560001,G - TC,ACTIVE,53046.74
1008023957,12/16/2009,610487,560001,G - TC,ACTIVE,3038.03
1008023973,11/2/2009,610487,560001,G - TC,ACTIVE,44529.45
1008023975,12/14/2009,610487,560001,G - TC,ACTIVE,33109.25
1008026068,3/5/2010,610487,560001,G - TC,ACTIVE,6230.62
1008026069,3/5/2010,610487,560001,G - TC,ACTIVE,6230.62
1008042440,11/8/2009,610487,560001,G - TC,ACTIVE,4368.4
1008042442,11/8/2009,610487,560001,G - TC,ACTIVE,4368.4
1008042444,11/8/2009,610487,560001,G - TC,ACTIVE,4368.4
1008042445,9/23/2009,610487,560001,G - TC,ACTIVE,4368.4
1008042446,11/8/2009,610487,560001,G - TC,ACTIVE,4368.4
1008042447,11/8/2009,610487,560001,G - TC,ACTIVE,4368.4
1008042448,11/8/2009,610487,560001,G - TC,ACTIVE,4368.4
1008042449,1/20/2010,610487,560001,G - TC,ACTIVE,4368.4
1008042450,11/8/2009,610487,560001,G - TC,ACTIVE,4368.4
1008042451,11/8/2009,610487,560001,G - TC,ACTIVE,4368.4
1008042453,10/30/2009,610487,560001,G - TC,ACTIVE,4368.4
1008042454,10/30/2009,610487,560001,G - TC,ACTIVE,4368.4
1008042455,11/7/2009,610487,560001,G - TC,ACTIVE,3836.35
1008042456,11/7/2009,610487,560001,G - TC,ACTIVE,3836.35
1008062164,8/29/2009,610487,560001,G - TC,ACTIVE,5432.47
1008062167,8/29/2009,610487,560001,G - TC,ACTIVE,5698.52
1008062171,8/29/2009,610487,560001,G - TC,ACTIVE,5698.52
1008062173,8/29/2009,610487,560001,G - TC,ACTIVE,5698.52
1008062176,8/29/2009,610487,560001,G - TC,ACTIVE,5698.52
1008062182,8/29/2009,610487,560001,G - TC,ACTIVE,5698.52
1008062188,8/29/2009,610487,560001,G - TC,ACTIVE,5698.52
1008062191,8/29/2009,610487,560001,G - TC,ACTIVE,5698.52
1008062194,8/29/2009,610487,560001,G - TC,ACTIVE,5698.52
1008062200,8/29/2009,610487,560001,G - TC,ACTIVE,5698.52
1008062203,8/29/2009,610487,560001,G - TC,ACTIVE,5698.52
1008062205,8/29/2009,610487,560001,G - TC,ACTIVE,5698.52
1008062207,8/29/2009,610487,560001,G - TC,ACTIVE,5698.52
1008062209,8/29/2009,610487,560001,G - TC,ACTIVE,5698.52
1008062212,8/29/2009,610487,560001,G - TC,ACTIVE,5698.52
1008062213,8/29/2009,610487,560001,G - TC,ACTIVE,5698.52
1008062215,8/29/2009,610487,560001,G - TC,ACTIVE,5698.52
1008062218,8/29/2009,610487,560001,G - TC,ACTIVE,5698.52
1008062239,11/7/2009,610487,560001,G - TC,ACTIVE,62497.43
1008062242,8/29/2009,610487,560001,G - TC,ACTIVE,59045.8
1008062247,11/4/2009,610487,560001,G - TC,ACTIVE,26849.05
1008062248,10/22/2009,610487,560001,G - TC,ACTIVE,36618.14
1008062249,10/22/2009,610487,560001,G - TC,ACTIVE,36618.14
1008062258,10/22/2009,610487,560001,G - TC,ACTIVE,21524.25
1008062262,10/21/2009,610487,560001,G - TC,ACTIVE,35998.87
1008062263,10/23/2009,610487,560001,G - TC,ACTIVE,100107.71
1008062264,12/16/2009,610487,560001,G - TC,ACTIVE,57188.15
1008062282,1/19/2010,610487,560001,G - TC,ACTIVE,5698.52
1008062283,1/8/2010,610487,560001,G - TC,ACTIVE,5698.52
1008062284,1/8/2010,610487,560001,G - TC,ACTIVE,5698.52
1008062285,1/8/2010,610487,560001,G - TC,ACTIVE,5698.52
1008062286,1/8/2010,610487,560001,G - TC,ACTIVE,5698.52
1008062287,1/8/2010,610487,560001,G - TC,ACTIVE,5698.52
1008062288,1/8/2010,610487,560001,G - TC,ACTIVE,5698.52
1008062289,1/8/2010,610487,560001,G - TC,ACTIVE,5698.52
1008062290,1/8/2010,610487,560001,G - TC,ACTIVE,5698.52
1008062291,1/8/2010,610487,560001,G - TC,ACTIVE,4368.4
1008062292,1/8/2010,610487,560001,G - TC,ACTIVE,4368.4
1008062295,1/8/2010,610487,560001,G - TC,ACTIVE,5964.53
1008062296,1/8/2010,610487,560001,G - TC,ACTIVE,3570.34
1008062297,1/8/2010,610487,560001,G - TC,ACTIVE,3570.34
1008062298,1/8/2010,610487,560001,G - TC,ACTIVE,3570.34
1008062299,1/8/2010,610487,560001,G - TC,ACTIVE,3570.34
1008062300,1/8/2010,610487,560001,G - TC,ACTIVE,3570.34
1008062302,1/8/2010,610487,560001,G - TC,ACTIVE,3570.34
1008062303,1/8/2010,610487,560001,G - TC,ACTIVE,3570.34
1008062304,1/8/2010,610487,560001,G - TC,ACTIVE,3570.34
1008062305,1/8/2010,610487,560001,G - TC,ACTIVE,3570.34
1008062306,1/8/2010,610487,560001,G - TC,ACTIVE,3570.34
1008062307,1/8/2010,610487,560001,G - TC,ACTIVE,3570.34
1008062308,1/8/2010,610487,560001,G - TC,ACTIVE,3570.34
1008062311,1/8/2010,610487,560001,G - TC,ACTIVE,3304.32
1008062312,1/8/2010,610487,560001,G - TC,ACTIVE,3304.32
1008062314,1/8/2010,610487,560001,G - TC,ACTIVE,3304.32
1008062317,1/8/2010,610487,560001,G - TC,ACTIVE,5698.52
1008062318,1/8/2010,610487,560001,G - TC,ACTIVE,3304.32
1008062319,1/8/2010,610487,560001,G - TC,ACTIVE,3304.32
1008062327,1/12/2010,610487,560001,G - TC,ACTIVE,5698.52
1008062361,1/16/2010,610487,560066,G - TC,ACTIVE,18467.27
1008061362,1/20/2010,610487,560066,G - TC,ACTIVE,97022.06
1008062392,1/19/2010,610487,560066,G - TC,ACTIVE,11659.88
8067207200,3/8/2010,613033,560095,G,ACTIVE,14887.7
1008080558,2/27/2010,610487,560066,G - TC,ACTIVE,21484.83
1008080676,3/12/2010,610487,560066,G - TC,ACTIVE,19713.56
1008080821,4/16/2010,610487,560066,G - TC,ACTIVE,10493.64
1008026708,4/7/2010,610487,560093,G,ACTIVE,130350.88
1008080862,5/20/2010,610487,560066,G - TC,ACTIVE,6614.41
5008027688,7/26/2010,614930,560103,G,ACTIVE,67416
5008066258,12/16/2010,614930,560058,G,ACTIVE,202252.84
9243081742,3/25/2008,615242,560076,B,ACTIVE,219.1
9243083383,3/28/2008,604571,560040,B,ACTIVE,528.37
9243003724,5/5/2008,605137,560099,B,ACTIVE,365.17
9243094327,5/16/2008,610832,560097,S,ACTIVE,897.76
8060606677,5/23/2008,615074,560025,G,ACTIVE,921.37
8064501681,5/23/2008,615074,560025,G,ACTIVE,858.99
8064511300,5/23/2008,12789,560025,G,ACTIVE,252.79
9243099873,5/26/2008,619979,560001,G - TC,ACTIVE,504.5
9243130555,6/5/2008,608180,560034,G,ACTIVE,730.34
9243130563,6/5/2008,608180,560034,G,ACTIVE,730.34
9243131077,6/5/2008,608180,560034,G,ACTIVE,730.34
9243131917,6/5/2008,608180,560034,G,ACTIVE,730.34
9243132201,6/5/2008,608180,560034,G,ACTIVE,739.88
9243133175,6/5/2008,608180,560034,G,ACTIVE,730.34
9243133180,6/5/2008,608180,560034,G,ACTIVE,730.34
9243133181,6/5/2008,608180,560034,G,ACTIVE,730.34
9243133186,6/5/2008,608180,560034,G,ACTIVE,730.34
9243133189,6/5/2008,608180,560034,G,ACTIVE,730.34
9243711045,6/5/2008,608180,560034,G,ACTIVE,730.34
9241332817,6/5/2008,614985,560034,G,ACTIVE,617.98
9243355531,6/5/2008,614985,560034,G,ACTIVE,617.98
9243443652,6/5/2008,614985,560034,G,ACTIVE,617.98
9243328440,6/5/2008,620693,560034,G,ACTIVE,674.16
9243602513,6/18/2008,13435,571302,S,ACTIVE,455.07
8065330417,6/27/2008,13067,560032,B,ACTIVE,262.25
9243035379,6/28/2008,609777,561229,G - TC,ACTIVE,314.61
9243039171,6/30/2008,603643,560037,B,ACTIVE,561.8
8065475019,7/16/2008,607293,560100,G - TC,ACTIVE,34.33
8065478822,7/16/2008,607293,560100,G - TC,ACTIVE,0
9243250863,7/27/2008,619979,560001,G - TC,ACTIVE,504.48
9243251948,7/27/2008,619979,560001,G - TC,ACTIVE,504.5
