"","cust_id","act_active_dt","package_id","bill_zip","customer_segment","status","bill_amt"
"47",9035005564,"9/29/2011",623511,560030,"R","ACTIVE",481.68
"48",8904055447,"7/12/2011",623511,560020,"R","ACTIVE",28.65
"49",9243182870,"8/31/2006",603643,560093,"B","ACTIVE",561.8
"50",8066103500,"9/15/2006",616879,560080,"G","ACTIVE",113.46
"51",8147068979,"12/5/2011",623511,560038,"R","ACTIVE",206.16
"52",9035026866,"12/7/2011",623511,560054,"R","ACTIVE",133.49
"53",9243004304,"7/27/2007",604571,560093,"B","ACTIVE",533.71
"54",8066521778,"8/1/2007",610487,560066,"G - TC","ACTIVE",8429.7
"55",9243004334,"8/25/2007",622861,560100,"G - TC","ACTIVE",292.13
"56",8066190041,"9/20/2007",610487,560066,"G - TC","ACTIVE",16685.91
"57",8064507179,"9/28/2007",618581,560043,"B","ACTIVE",236.52
"58",9243453002,"10/5/2007",13145,560023,"G","ACTIVE",2183.71
"59",9243013994,"10/24/2007",619979,560027,"G - TC","ACTIVE",504.5
"60",8065360068,"10/30/2007",13067,560082,"B","ACTIVE",197.97
"61",9243328052,"11/12/2007",616259,560095,"G","ACTIVE",449.44
"62",9243066079,"12/14/2007",624926,560093,"G","ACTIVE",224.15
"63",9243066080,"12/14/2007",624926,560093,"G","ACTIVE",111.24
"64",9243755887,"12/15/2007",617691,560034,"B","ACTIVE",210.58
"65",9243069164,"1/28/2008",605137,560032,"S","ACTIVE",353.39
"66",1409260407,"1/29/2008",616021,560095,"G - TC","ACTIVE",1235.96
"67",8066103790,"9/15/2006",616879,560080,"G","ACTIVE",203.09
"68",8066103791,"9/15/2006",616879,560080,"G","ACTIVE",200.07
"69",8066187853,"9/16/2006",1686,560076,"B","TSP_IC",112.36
"70",8064507735,"9/25/2006",13962,560068,"B","ACTIVE",34.83
"71",9243149591,"9/27/2006",54518,560095,"B","ACTIVE",561.8
"72",8064538789,"10/28/2006",615074,560094,"G","ACTIVE",206.19
"73",8064524060,"11/14/2006",12412,560016,"S","ACTIVE",754.88
"74",9243405916,"1/12/2007",608109,560076,"S","ACTIVE",1650.35
"75",9243142905,"1/18/2007",619979,560001,"G - TC","ACTIVE",504.5
"76",9243145288,"1/19/2007",54518,560095,"B","ACTIVE",561.8
"77",8064522259,"1/24/2007",13962,560085,"B","ACTIVE",0
"78",9243603057,"2/20/2007",605661,560016,"S","ACTIVE",205.61
"79",9243188525,"3/1/2007",13920,560001,"G - TC","ACTIVE",1564.38
"80",8065310980,"3/9/2007",13962,560037,"B","ACTIVE",0
"81",8065313832,"3/31/2007",14183,560054,"B","ACTIVE",286.52
"82",8065315303,"4/11/2007",12789,560050,"B","ACTIVE",298.88
"83",9243014576,"4/19/2007",604571,560076,"B","ACTIVE",533.71
"84",9243082577,"5/24/2007",605113,560062,"B","ACTIVE",166.86
"85",9243041312,"6/4/2007",54518,560095,"B","ACTIVE",561.8
"86",9243003044,"6/13/2007",619979,560071,"B","ACTIVE",345.63
"87",9243401449,"6/20/2007",608109,560032,"S","ACTIVE",551.59
"88",9243042547,"6/22/2007",54518,560095,"S","ACTIVE",589.89
"89",8065598484,"11/28/2002",615074,560021,"G","ACTIVE",455.62
"90",9243456158,"2/22/2003",12130,560005,"G","ACTIVE",790.45
"91",8065983047,"5/23/2003",605662,560050,"B","ACTIVE",202.25
"92",9243286674,"12/16/2003",13870,580031,"G","ACTIVE",1319.91
"93",8206521713,"11/11/2004",13962,576101,"G","ACTIVE",0
"94",8166532033,"8/19/2005",606511,572105,"B","ACTIVE",0
"95",8065721111,"8/27/2005",500837,562110,"G","ACTIVE",597.42
"96",8065722222,"8/27/2005",500837,562110,"G","ACTIVE",1107.86
"97",8064510008,"6/25/2007",14183,560037,"S","ACTIVE",630.99
"98",8064538898,"7/21/2007",606511,560008,"B","ACTIVE",260.68
"99",9243069198,"2/1/2008",614555,560037,"B","ACTIVE",874.87
"100",9243598555,"2/14/2008",13265,570001,"G - TC","ACTIVE",378.2
"101",8065366476,"2/20/2008",14183,560085,"B","ACTIVE",211.24
"102",9243039515,"2/23/2008",619979,560001,"G - TC","ACTIVE",504.5
"103",9243028349,"3/6/2008",605137,560058,"G","ACTIVE",366.31
"104",9243000136,"3/6/2008",614825,560058,"G","ACTIVE",617.98
"105",9243079394,"3/6/2008",605137,560058,"G","ACTIVE",365.18
"106",9243204769,"3/6/2008",614825,560058,"G","ACTIVE",617.98
"107",9243249837,"3/6/2008",612086,560058,"G","ACTIVE",842.7
"108",9243250422,"3/6/2008",612086,560058,"G","ACTIVE",842.7
"109",9243331267,"3/6/2008",611305,560058,"G","ACTIVE",842.7
"110",9243490547,"3/7/2008",610984,560066,"G - TC","ACTIVE",268.76
"111",9243474857,"3/10/2008",610984,560066,"G - TC","ACTIVE",355.64
"112",9243093779,"3/11/2008",619979,560001,"G - TC","OGB",504.5
"113",9243093649,"3/11/2008",619979,560001,"G - TC","OGB",504.5
"114",8065301539,"3/14/2008",606511,560032,"B","ACTIVE",202.25
"115",9243076440,"3/14/2008",611309,560075,"G","ACTIVE",834.27
"116",9243095051,"3/29/2008",619979,560001,"G - TC","ACTIVE",504.5
"117",9243095074,"3/29/2008",619979,560001,"G - TC","ACTIVE",504.49
"118",9243095088,"3/29/2008",619979,560001,"G - TC","ACTIVE",504.48
"119",9243095099,"3/29/2008",619979,560001,"G - TC","ACTIVE",504.48
"120",9243083630,"3/24/2008",622861,561229,"G - TC","ACTIVE",292.14
"121",1409260349,"6/14/2008",618237,560029,"G - TC","TSP",0
"122",8067122960,"6/30/2008",616932,560026,"G - TC","ACTIVE",168.56
"123",8067122961,"6/30/2008",616932,560026,"G - TC","ACTIVE",168.54
"124",8067122962,"6/30/2008",616932,560026,"G - TC","ACTIVE",760.28
"125",8067122963,"6/30/2008",616932,560026,"G - TC","ACTIVE",566.96
"126",8067122964,"6/30/2008",616932,560026,"G - TC","ACTIVE",329.47
"127",8067122966,"6/30/2008",616932,560026,"G - TC","ACTIVE",959.81
"128",8067122967,"6/30/2008",616932,560026,"G - TC","ACTIVE",658.58
"129",8067122969,"6/30/2008",616932,560026,"G - TC","ACTIVE",244.59
"130",8067122970,"6/30/2008",616932,560026,"G - TC","ACTIVE",168.54
"131",8067122301,"7/27/2008",608645,560001,"G - TC","ACTIVE",619.41
"132",8067122304,"7/27/2008",608645,560001,"G - TC","ACTIVE",782.21
"133",8067122300,"7/27/2008",608645,560001,"G - TC","ACTIVE",189.79
"134",8067122301,"7/27/2008",608645,560001,"G - TC","ACTIVE",619.41
"135",8067122304,"7/27/2008",608645,560001,"G - TC","ACTIVE",782.21
"136",8067122306,"7/27/2008",608645,560001,"G - TC","ACTIVE",272.18
"137",8066193467,"8/20/2008",610487,560066,"G - TC","ACTIVE",23898.97
"138",8216618888,"11/28/2008",13448,570010,"G - TC","ACTIVE",2872.99
"139",8066172035,"2/4/2009",613064,560095,"G - TC","ACTIVE",140.33
"140",8066172044,"2/4/2009",613064,560095,"G - TC","ACTIVE",251.28
"141",8067178811,"2/14/2009",621939,560001,"G - TC","ACTIVE",9788.42
"142",1008001811,"4/13/2009",610487,560094,"G - TC","ACTIVE",14468.88
"143",1008010478,"4/18/2009",610487,560094,"G - TC","ACTIVE",8429.7
"144",1008002082,"4/13/2009",610487,560094,"G - TC","ACTIVE",9825.04
"145",1008010480,"4/13/2009",610487,560123,"G - TC","ACTIVE",62823
"146",1008010912,"5/11/2009",610487,560094,"G - TC","ACTIVE",11257.91
"147",1008001429,"3/27/2009",610487,560094,"G - TC","ACTIVE",11257.91
"148",1008010467,"5/20/2009",610487,560094,"G - TC","ACTIVE",180305.5
"149",1008010985,"5/21/2009",610487,560094,"G - TC","ACTIVE",44105.79
"150",1008010986,"6/10/2009",610487,560094,"G - TC","ACTIVE",80301.16
"151",1008011373,"6/6/2009",610487,560094,"G - TC","ACTIVE",46914.79
"152",1008011377,"6/6/2009",610487,560094,"G - TC","ACTIVE",4779.79
"153",1008011376,"6/6/2009",610487,560094,"G - TC","ACTIVE",4779.79
"154",1008011378,"5/30/2009",610487,560094,"G - TC","ACTIVE",22652.21
"155",1008011632,"6/24/2009",610487,560094,"G - TC","ACTIVE",61375.53
"156",8066175200,"6/29/2009",620581,560004,"G","ACTIVE",11254.88
"157",1008012420,"7/13/2009",610487,560066,"G - TC","ACTIVE",16973.1
"158",1008012429,"7/14/2009",610487,560066,"G - TC","ACTIVE",14010.17
"159",8066116600,"7/16/2009",14268,560045,"G - TC","ACTIVE",1966.3
"160",1008012346,"7/4/2009",610487,560066,"G - TC","ACTIVE",10742.46
"161",1008012543,"7/17/2009",610487,560066,"G - TC","ACTIVE",9825.04
"162",1008012544,"7/17/2009",610487,560066,"G - TC","ACTIVE",9825.04
"163",1008011375,"6/6/2009",610487,560094,"G - TC","ACTIVE",4779.79
"164",1008012643,"7/20/2009",610487,560066,"G - TC","ACTIVE",46668.22
"165",1008012761,"7/23/2009",610487,560066,"G - TC","ACTIVE",34779.91
"166",1008011507,"7/28/2009",610487,560094,"G - TC","ACTIVE",76839.07
"167",1008011594,"7/1/2009",610487,560094,"G - TC","ACTIVE",14468.88
"168",1008011429,"7/5/2009",610487,560094,"G - TC","ACTIVE",6614.35
"169",1008011637,"7/6/2009",610487,560094,"G - TC","ACTIVE",5953.62
"170",1008011527,"6/15/2009",610487,560094,"G - TC","ACTIVE",11659.88
"171",1008012545,"8/11/2009",610487,560066,"G - TC","ACTIVE",48136.99
"172",1008013169,"8/10/2009",610487,560066,"G - TC","ACTIVE",6614.41
"173",1008013453,"8/17/2009",610487,560066,"G - TC","ACTIVE",18467.13
"174",1008013353,"8/20/2009",610487,560066,"G - TC","ACTIVE",26175.95
"175",1008013757,"8/22/2009",610487,560066,"G - TC","ACTIVE",7877.56
"176",1008013208,"8/22/2009",610487,560066,"G - TC","ACTIVE",105839.19
"177",1008013506,"8/26/2009",610487,560066,"G - TC","ACTIVE",11258.02
"178",1008014384,"8/25/2009",610487,560066,"G - TC","ACTIVE",75420.53
"179",1008015591,"8/29/2009",610487,560066,"G - TC","ACTIVE",6614.41
"180",1008013755,"9/1/2009",610487,560066,"G - TC","ACTIVE",7073.06
"181",1008012881,"9/6/2009",610487,560066,"G - TC","ACTIVE",117978
"182",1008019154,"9/27/2009",610487,560066,"G - TC","ACTIVE",9882.06
"183",1008008155,"10/18/2009",610487,560066,"G - TC","ACTIVE",35438.35
"184",1008019231,"10/21/2009",610487,560066,"G - TC","ACTIVE",52440.66
"185",1008016145,"9/9/2009",610487,560066,"G - TC","ACTIVE",9366.39
"186",1008019158,"10/7/2009",610487,560066,"G - TC","ACTIVE",5323.42
"187",1008015750,"8/29/2009",610487,560066,"G - TC","ACTIVE",9366.33
"188",1008020718,"10/21/2009",610487,560066,"G - TC","ACTIVE",20567.91
"189",1008020871,"10/24/2009",610487,560066,"G - TC","ACTIVE",11732.15
"190",1008021317,"11/3/2009",610487,560066,"G - TC","ACTIVE",109551
"191",1008020873,"11/3/2009",610487,560066,"G - TC","ACTIVE",49179.97
"192",1008021443,"10/29/2009",610487,560066,"G - TC","ACTIVE",83879.55
"193",2008004172,"9/5/2009",610486,560067,"G - TC","ACTIVE",17995.86
"194",1008021913,"11/14/2009",610487,560066,"G - TC","ACTIVE",13035.83
"195",1008022448,"9/12/2009",610487,560001,"G - TC","ACTIVE",324637.99
"196",1008022454,"9/12/2009",610487,560001,"G - TC","ACTIVE",354125.78
"197",1008040184,"9/12/2009",610487,560001,"G - TC","ACTIVE",129236.23
"198",1008040185,"9/12/2009",610487,560001,"G - TC","ACTIVE",129236.23
"199",1008040186,"9/12/2009",610487,560001,"G - TC","ACTIVE",129236.23
"200",1008040188,"9/12/2009",610487,560001,"G - TC","ACTIVE",129236.23
"201",1008040189,"9/12/2009",610487,560001,"G - TC","ACTIVE",2498793.82
"202",1008040190,"9/12/2009",610487,560001,"G - TC","ACTIVE",493137.75
"203",1008040191,"9/12/2009",610487,560001,"G - TC","ACTIVE",103567.89
"204",1008040198,"9/12/2009",610487,560001,"G - TC","ACTIVE",637365.81
"205",1008040199,"9/12/2009",610487,560001,"G - TC","ACTIVE",221360.09
"206",8083660003,"10/10/2009",610431,560025,"G - TC","ACTIVE",0
"207",8008010108,"11/3/2009",610431,560025,"G - TC","ACTIVE",0
"208",8008010109,"12/5/2009",610431,560025,"G - TC","ACTIVE",0
"209",8008010110,"11/3/2009",610431,560025,"G - TC","ACTIVE",0
"210",8008010111,"12/5/2009",610431,560025,"G - TC","ACTIVE",0
"211",8008010112,"11/6/2009",610431,560025,"G - TC","ACTIVE",0
"212",7083660003,"10/10/2009",610431,560025,"G - TC","ACTIVE",90689.06
"213",7008010110,"11/3/2009",610431,560025,"G - TC","ACTIVE",90688.17
"214",7008010111,"12/5/2009",610431,560025,"G - TC","ACTIVE",176358.85
"215",7008010112,"11/6/2009",610431,560025,"G - TC","ACTIVE",90688.17
"216",7008010108,"11/3/2009",610431,560025,"G - TC","ACTIVE",90688.17
"217",7008010109,"12/5/2009",610431,560025,"G - TC","ACTIVE",176345.65
"218",1008016353,"11/16/2009",610487,560001,"G - TC","ACTIVE",3823.83
"219",1008016357,"11/10/2009",610487,560001,"G - TC","ACTIVE",3823.83
"220",1008016362,"10/31/2009",610487,560001,"G - TC","ACTIVE",3823.83
"221",1008016447,"11/2/2009",610487,560001,"G - TC","ACTIVE",3823.83
"222",1008022262,"9/23/2009",610487,560001,"G - TC","ACTIVE",7858.24
"223",1008023959,"12/16/2009",610487,560001,"G - TC","ACTIVE",3038.03
"224",1008021678,"12/11/2009",610487,560066,"G - TC","ACTIVE",187733.62
"225",8008010113,"11/6/2009",610431,560025,"G - TC","ACTIVE",0
"226",7008010113,"11/6/2009",610431,560025,"G - TC","ACTIVE",90688.17
"227",8819210116,"11/6/2009",610431,560025,"G - TC","ACTIVE",0
"228",7819210116,"11/6/2009",610431,560025,"G - TC","ACTIVE",111229.06
"229",8083110114,"11/7/2009",610431,560025,"G - TC","ACTIVE",0
"230",7083110114,"11/7/2009",610431,560025,"G - TC","ACTIVE",90688.17
"231",1008023177,"12/14/2009",610487,560066,"G - TC","ACTIVE",4647.05
"232",1008022229,"12/9/2009",610487,560066,"G - TC","ACTIVE",24622.57
"233",1008022889,"12/5/2009",610487,560066,"G - TC","ACTIVE",41755.44
"234",8847210117,"11/7/2009",610431,560025,"G - TC","ACTIVE",0
"235",7847210117,"11/7/2009",610431,560025,"G - TC","ACTIVE",90688.17
"236",8839210115,"11/7/2009",610431,560025,"G - TC","ACTIVE",0
"237",7839210115,"11/7/2009",610431,560025,"G - TC","ACTIVE",90688.17
"238",1008022851,"11/27/2009",610487,560066,"G - TC","ACTIVE",39348.53
"239",1008023208,"12/17/2009",610487,560066,"G - TC","ACTIVE",12311.82
"240",1008060997,"12/18/2009",610487,560066,"G - TC","ACTIVE",29004.63
"241",1008009815,"4/1/2009",610487,560066,"G - TC","ACTIVE",38204.64
"242",1008060899,"11/27/2009",610487,560066,"G - TC","ACTIVE",129214
"243",1008062328,"11/18/2009",610487,560001,"G - TC","ACTIVE",5698.52
"244",1008062329,"1/12/2010",610487,560001,"G - TC","ACTIVE",5698.52
"245",1008062330,"1/12/2010",610487,560001,"G - TC","ACTIVE",5698.52
"246",1008062331,"1/12/2010",610487,560001,"G - TC","ACTIVE",5698.52
"247",1008062332,"1/12/2010",610487,560001,"G - TC","ACTIVE",5698.52
"248",1008062333,"1/12/2010",610487,560001,"G - TC","ACTIVE",5698.52
"249",1008062334,"1/12/2010",610487,560001,"G - TC","ACTIVE",5698.52
"250",1008062335,"1/12/2010",610487,560001,"G - TC","ACTIVE",5698.52
"251",1008062336,"1/12/2010",610487,560001,"G - TC","ACTIVE",5698.52
"252",1008080100,"1/28/2010",610487,560001,"G - TC","ACTIVE",3304.32
"253",1008080101,"1/28/2010",610487,560001,"G - TC","ACTIVE",3304.32
"254",1008080102,"1/28/2010",610487,560001,"G - TC","ACTIVE",3304.32
"255",1008080103,"1/28/2010",610487,560001,"G - TC","ACTIVE",3304.32
"256",1008080104,"1/28/2010",610487,560001,"G - TC","ACTIVE",3304.32
"257",1008080105,"1/28/2010",610487,560001,"G - TC","ACTIVE",3304.32
"258",1008080106,"1/28/2010",610487,560001,"G - TC","ACTIVE",3304.32
"259",1008080107,"1/28/2010",610487,560001,"G - TC","ACTIVE",3570.33
"260",1008080108,"1/28/2010",610487,560001,"G - TC","ACTIVE",3304.32
"261",1008080109,"1/28/2010",610487,560001,"G - TC","ACTIVE",5964.53
"262",1008080110,"1/28/2010",610487,560001,"G - TC","ACTIVE",5964.53
"263",1008080111,"1/28/2010",610487,560001,"G - TC","ACTIVE",5964.53
"264",1008080112,"1/28/2010",610487,560001,"G - TC","ACTIVE",5964.53
"265",1008080116,"1/28/2010",610487,560001,"G - TC","ACTIVE",8092.82
"266",1008080117,"1/28/2010",610487,560001,"G - TC","ACTIVE",8092.82
"267",1008080118,"1/28/2010",610487,560001,"G - TC","ACTIVE",8092.82
"268",1008080119,"1/28/2010",610487,560001,"G - TC","ACTIVE",8092.82
"269",1008080120,"1/28/2010",610487,560001,"G - TC","ACTIVE",8092.82
"270",1008080121,"1/28/2010",610487,560001,"G - TC","ACTIVE",3304.32
"271",1008080122,"1/28/2010",610487,560001,"G - TC","ACTIVE",8092.82
"272",1008023753,"12/28/2009",610487,560001,"G - TC","ACTIVE",3570.34
"273",1008023759,"12/28/2009",610487,560001,"G - TC","ACTIVE",3570.34
"274",1008023762,"12/28/2009",610487,560001,"G - TC","ACTIVE",3570.34
"275",1008023767,"2/24/2010",610487,560001,"G - TC","ACTIVE",3291.11
"276",1008023772,"12/28/2009",610487,560001,"G - TC","ACTIVE",3291.11
"277",1008023773,"12/28/2009",610487,560001,"G - TC","ACTIVE",3291.11
"278",1008023787,"12/28/2009",610487,560001,"G - TC","ACTIVE",3570.34
"279",1008023788,"12/28/2009",610487,560001,"G - TC","ACTIVE",3291.11
"280",1008023902,"11/9/2009",610487,560001,"G - TC","ACTIVE",3291.11
"281",1008023904,"11/9/2009",610487,560001,"G - TC","ACTIVE",3291.11
"282",1008023907,"11/18/2009",610487,560001,"G - TC","ACTIVE",3570.34
"283",1008023908,"11/18/2009",610487,560001,"G - TC","ACTIVE",3570.34
"284",1008023909,"11/18/2009",610487,560001,"G - TC","ACTIVE",3570.34
"285",1008023910,"11/18/2009",610487,560001,"G - TC","ACTIVE",3570.34
"286",1008023911,"12/28/2009",610487,560001,"G - TC","ACTIVE",3291.11
"287",1008023912,"1/16/2010",610487,560001,"G - TC","ACTIVE",5951.33
"288",1008023916,"11/18/2009",610487,560001,"G - TC","ACTIVE",5951.33
"289",1008023917,"11/18/2009",610487,560001,"G - TC","ACTIVE",5951.33
"290",1008023918,"11/18/2009",610487,560001,"G - TC","ACTIVE",5951.33
"291",1008023940,"12/5/2009",610487,560001,"G - TC","ACTIVE",34071.48
"292",1008023946,"12/8/2009",610487,560001,"G - TC","ACTIVE",69227.59
"293",1008023949,"12/8/2009",610487,560001,"G - TC","ACTIVE",131020.29
"294",1008023952,"11/18/2009",610487,560001,"G - TC","ACTIVE",48038.32
"295",1008023953,"11/6/2009",610487,560001,"G - TC","ACTIVE",53046.74
"296",1008023957,"12/16/2009",610487,560001,"G - TC","ACTIVE",3038.03
"297",1008023973,"11/2/2009",610487,560001,"G - TC","ACTIVE",44529.45
"298",1008023975,"12/14/2009",610487,560001,"G - TC","ACTIVE",33109.25
"299",1008026068,"3/5/2010",610487,560001,"G - TC","ACTIVE",6230.62
"300",1008026069,"3/5/2010",610487,560001,"G - TC","ACTIVE",6230.62
"301",1008042440,"11/8/2009",610487,560001,"G - TC","ACTIVE",4368.4
"302",1008042442,"11/8/2009",610487,560001,"G - TC","ACTIVE",4368.4
"303",1008042444,"11/8/2009",610487,560001,"G - TC","ACTIVE",4368.4
"304",1008042445,"9/23/2009",610487,560001,"G - TC","ACTIVE",4368.4
"305",1008042446,"11/8/2009",610487,560001,"G - TC","ACTIVE",4368.4
"306",1008042447,"11/8/2009",610487,560001,"G - TC","ACTIVE",4368.4
"307",1008042448,"11/8/2009",610487,560001,"G - TC","ACTIVE",4368.4
"308",1008042449,"1/20/2010",610487,560001,"G - TC","ACTIVE",4368.4
"309",1008042450,"11/8/2009",610487,560001,"G - TC","ACTIVE",4368.4
"310",1008042451,"11/8/2009",610487,560001,"G - TC","ACTIVE",4368.4
"311",1008042453,"10/30/2009",610487,560001,"G - TC","ACTIVE",4368.4
"312",1008042454,"10/30/2009",610487,560001,"G - TC","ACTIVE",4368.4
"313",1008042455,"11/7/2009",610487,560001,"G - TC","ACTIVE",3836.35
"314",1008042456,"11/7/2009",610487,560001,"G - TC","ACTIVE",3836.35
"315",1008062164,"8/29/2009",610487,560001,"G - TC","ACTIVE",5432.47
"316",1008062167,"8/29/2009",610487,560001,"G - TC","ACTIVE",5698.52
"317",1008062171,"8/29/2009",610487,560001,"G - TC","ACTIVE",5698.52
"318",1008062173,"8/29/2009",610487,560001,"G - TC","ACTIVE",5698.52
"319",1008062176,"8/29/2009",610487,560001,"G - TC","ACTIVE",5698.52
"320",1008062182,"8/29/2009",610487,560001,"G - TC","ACTIVE",5698.52
"321",1008062188,"8/29/2009",610487,560001,"G - TC","ACTIVE",5698.52
"322",1008062191,"8/29/2009",610487,560001,"G - TC","ACTIVE",5698.52
"323",1008062194,"8/29/2009",610487,560001,"G - TC","ACTIVE",5698.52
"324",1008062200,"8/29/2009",610487,560001,"G - TC","ACTIVE",5698.52
"325",1008062203,"8/29/2009",610487,560001,"G - TC","ACTIVE",5698.52
"326",1008062205,"8/29/2009",610487,560001,"G - TC","ACTIVE",5698.52
"327",1008062207,"8/29/2009",610487,560001,"G - TC","ACTIVE",5698.52
"328",1008062209,"8/29/2009",610487,560001,"G - TC","ACTIVE",5698.52
"329",1008062212,"8/29/2009",610487,560001,"G - TC","ACTIVE",5698.52
"330",1008062213,"8/29/2009",610487,560001,"G - TC","ACTIVE",5698.52
"331",1008062215,"8/29/2009",610487,560001,"G - TC","ACTIVE",5698.52
"332",1008062218,"8/29/2009",610487,560001,"G - TC","ACTIVE",5698.52
"333",1008062239,"11/7/2009",610487,560001,"G - TC","ACTIVE",62497.43
"334",1008062242,"8/29/2009",610487,560001,"G - TC","ACTIVE",59045.8
"335",1008062247,"11/4/2009",610487,560001,"G - TC","ACTIVE",26849.05
"336",1008062248,"10/22/2009",610487,560001,"G - TC","ACTIVE",36618.14
"337",1008062249,"10/22/2009",610487,560001,"G - TC","ACTIVE",36618.14
"338",1008062258,"10/22/2009",610487,560001,"G - TC","ACTIVE",21524.25
"339",1008062262,"10/21/2009",610487,560001,"G - TC","ACTIVE",35998.87
"340",1008062263,"10/23/2009",610487,560001,"G - TC","ACTIVE",100107.71
"341",1008062264,"12/16/2009",610487,560001,"G - TC","ACTIVE",57188.15
"342",1008062282,"1/19/2010",610487,560001,"G - TC","ACTIVE",5698.52
"343",1008062283,"1/8/2010",610487,560001,"G - TC","ACTIVE",5698.52
"344",1008062284,"1/8/2010",610487,560001,"G - TC","ACTIVE",5698.52
"345",1008062285,"1/8/2010",610487,560001,"G - TC","ACTIVE",5698.52
"346",1008062286,"1/8/2010",610487,560001,"G - TC","ACTIVE",5698.52
"347",1008062287,"1/8/2010",610487,560001,"G - TC","ACTIVE",5698.52
"348",1008062288,"1/8/2010",610487,560001,"G - TC","ACTIVE",5698.52
"349",1008062289,"1/8/2010",610487,560001,"G - TC","ACTIVE",5698.52
"350",1008062290,"1/8/2010",610487,560001,"G - TC","ACTIVE",5698.52
"351",1008062291,"1/8/2010",610487,560001,"G - TC","ACTIVE",4368.4
"352",1008062292,"1/8/2010",610487,560001,"G - TC","ACTIVE",4368.4
"353",1008062295,"1/8/2010",610487,560001,"G - TC","ACTIVE",5964.53
"354",1008062296,"1/8/2010",610487,560001,"G - TC","ACTIVE",3570.34
"355",1008062297,"1/8/2010",610487,560001,"G - TC","ACTIVE",3570.34
"356",1008062298,"1/8/2010",610487,560001,"G - TC","ACTIVE",3570.34
"357",1008062299,"1/8/2010",610487,560001,"G - TC","ACTIVE",3570.34
"358",1008062300,"1/8/2010",610487,560001,"G - TC","ACTIVE",3570.34
"359",1008062302,"1/8/2010",610487,560001,"G - TC","ACTIVE",3570.34
