comp_id,month,incident,cust_id,sla status new,incident type,type,severity
319314225,12-Jul,7/26/2012,66104418,OpenOUT OF SLA,Shift Premises,CB VAS,High
319314443,12-Jul,7/26/2012,66104420,OpenOUT OF SLA,Shift Premises,CB VAS,High
319314681,12-Jul,7/26/2012,66104439,OpenOUT OF SLA,Shift Premises,CB VAS,High
317290463,12-Jul,7/12/2012,67139397,ClosedIN SLA,198 - Type Trouble Ticket,TECH,Strategic City A
316529231,12-Jul,7/6/2012,66105501,ClosedIN SLA,198 - Type Trouble Ticket,TECH,TC City A
317187733,12-Jul,7/11/2012,66103790,ClosedIN SLA,198 - Type Trouble Ticket,TECH,TC City A
317624849,12-Jul,7/14/2012,66105654,ClosedIN SLA,198 - Type Trouble Ticket,TECH,TC City A
317878989,12-Jul,7/16/2012,66963001,ClosedIN SLA,198 - Type Trouble Ticket,TECH,TC City A
318020077,12-Jul,7/17/2012,66963901,ClosedIN SLA,198 - Type Trouble Ticket,TECH,TC City A
316082045,12-Jul,7/3/2012,66990113,ClosedIN SLA,198 - Type Trouble Ticket,TECH,TC City A
316240511,12-Jul,7/4/2012,66172017,ClosedIN SLA,198 - Type Trouble Ticket,TECH,TC City A
316980277,12-Jul,7/10/2012,66669441,ClosedIN SLA,198 - Type Trouble Ticket,TECH,TC City A
317439993,12-Jul,7/13/2012,66990108,ClosedIN SLA,198 - Type Trouble Ticket,TECH,TC City A
318226541,12-Jul,7/18/2012,66170077,ClosedIN SLA,198 - Type Trouble Ticket,TECH,TC City A
318133457,12-Jul,7/18/2012,66669440,ClosedIN SLA,198 - Type Trouble Ticket,TECH,TC City A
318446157,12-Jul,7/20/2012,66170000,ClosedIN SLA,198 - Type Trouble Ticket,TECH,TC City A
320147533,12-Jul,7/30/2012,66170068,ClosedIN SLA,198 - Type Trouble Ticket,TECH,TC City A
316385825,12-Jul,7/5/2012,66146500,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386213,12-Jul,7/5/2012,66146502,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386217,12-Jul,7/5/2012,66146503,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386221,12-Jul,7/5/2012,66146504,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386223,12-Jul,7/5/2012,66146505,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386227,12-Jul,7/5/2012,66146506,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386229,12-Jul,7/5/2012,66146507,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386235,12-Jul,7/5/2012,66146508,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386237,12-Jul,7/5/2012,66146509,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386243,12-Jul,7/5/2012,66146510,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386247,12-Jul,7/5/2012,66146511,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386249,12-Jul,7/5/2012,66146512,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386255,12-Jul,7/5/2012,66146513,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386259,12-Jul,7/5/2012,66146514,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386263,12-Jul,7/5/2012,66146515,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386265,12-Jul,7/5/2012,66146516,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386269,12-Jul,7/5/2012,66146517,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386273,12-Jul,7/5/2012,66146518,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386275,12-Jul,7/5/2012,66146519,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386281,12-Jul,7/5/2012,66146520,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386285,12-Jul,7/5/2012,66146521,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386289,12-Jul,7/5/2012,66146522,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386291,12-Jul,7/5/2012,66146523,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386295,12-Jul,7/5/2012,66146524,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386299,12-Jul,7/5/2012,66146525,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386303,12-Jul,7/5/2012,66146526,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386311,12-Jul,7/5/2012,66146527,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386313,12-Jul,7/5/2012,66146528,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386317,12-Jul,7/5/2012,66146529,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386321,12-Jul,7/5/2012,66146530,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386323,12-Jul,7/5/2012,66146531,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386325,12-Jul,7/5/2012,66146532,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386331,12-Jul,7/5/2012,66146533,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386337,12-Jul,7/5/2012,66146534,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386347,12-Jul,7/5/2012,66146535,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386349,12-Jul,7/5/2012,66146536,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386355,12-Jul,7/5/2012,66146537,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386361,12-Jul,7/5/2012,66146538,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386365,12-Jul,7/5/2012,66146540,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386371,12-Jul,7/5/2012,66146542,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386381,12-Jul,7/5/2012,66146543,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386383,12-Jul,7/5/2012,66146565,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386389,12-Jul,7/5/2012,66146567,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386397,12-Jul,7/5/2012,66146568,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386405,12-Jul,7/5/2012,66146569,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386407,12-Jul,7/5/2012,66146570,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386411,12-Jul,7/5/2012,66146571,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386413,12-Jul,7/5/2012,66146572,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386415,12-Jul,7/5/2012,66146573,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386417,12-Jul,7/5/2012,66146574,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386423,12-Jul,7/5/2012,66146575,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386429,12-Jul,7/5/2012,66146576,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386431,12-Jul,7/5/2012,66146577,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386435,12-Jul,7/5/2012,66146578,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386437,12-Jul,7/5/2012,66146579,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386441,12-Jul,7/5/2012,66146580,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386445,12-Jul,7/5/2012,66146581,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386449,12-Jul,7/5/2012,66146582,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386451,12-Jul,7/5/2012,66146583,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386455,12-Jul,7/5/2012,66146584,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386459,12-Jul,7/5/2012,66146585,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386463,12-Jul,7/5/2012,66146586,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386469,12-Jul,7/5/2012,66146588,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386473,12-Jul,7/5/2012,66146589,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386479,12-Jul,7/5/2012,66146590,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386491,12-Jul,7/5/2012,66146593,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386493,12-Jul,7/5/2012,66146594,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386495,12-Jul,7/5/2012,66146595,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386497,12-Jul,7/5/2012,66146596,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386505,12-Jul,7/5/2012,66146597,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386511,12-Jul,7/5/2012,66146598,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316386513,12-Jul,7/5/2012,66146599,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
316373735,12-Jul,7/5/2012,66104106,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,High
316373925,12-Jul,7/5/2012,66104108,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,High
316374125,12-Jul,7/5/2012,66104109,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,High
316374409,12-Jul,7/5/2012,66104223,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,High
316374817,12-Jul,7/5/2012,66104225,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,High
316376467,12-Jul,7/5/2012,66104227,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,High
316376605,12-Jul,7/5/2012,66104235,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,High
319120435,12-Jul,7/25/2012,66104257,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,High
319120493,12-Jul,7/25/2012,66104258,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,High
319120539,12-Jul,7/25/2012,66104340,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,High
319120595,12-Jul,7/25/2012,66104345,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,High
319120679,12-Jul,7/25/2012,66104354,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,High
319120731,12-Jul,7/25/2012,66104357,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,High
319120767,12-Jul,7/25/2012,66104408,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,High
319120851,12-Jul,7/25/2012,66104418,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,High
319120883,12-Jul,7/25/2012,66104420,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,High
319120929,12-Jul,7/25/2012,66104439,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,High
319814601,12-Jul,7/28/2012,66628118,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
319814607,12-Jul,7/28/2012,66628119,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
319814613,12-Jul,7/28/2012,66628120,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
319814627,12-Jul,7/28/2012,66628121,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
319814629,12-Jul,7/28/2012,66628112,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
319814633,12-Jul,7/28/2012,66628113,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
319814637,12-Jul,7/28/2012,66628110,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
319814641,12-Jul,7/28/2012,66628111,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
319814645,12-Jul,7/28/2012,66628106,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
319814649,12-Jul,7/28/2012,66628107,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
319814657,12-Jul,7/28/2012,66628108,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
319814663,12-Jul,7/28/2012,66628109,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
319814667,12-Jul,7/28/2012,66628117,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
319814671,12-Jul,7/28/2012,66628114,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
319814677,12-Jul,7/28/2012,66628115,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
319814683,12-Jul,7/28/2012,66628116,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
320030375,12-Jul,7/30/2012,66964172,OpenIN SLA,Itemised - printed Bill,VAS-OTHERS,High
318139367,12-Jul,7/18/2012,66172117,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
318139913,12-Jul,7/18/2012,66172110,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
318140005,12-Jul,7/18/2012,66172093,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
318140369,12-Jul,7/18/2012,66172022,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
318140531,12-Jul,7/18/2012,66172018,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
318140651,12-Jul,7/18/2012,66172008,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
318140789,12-Jul,7/18/2012,66172007,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
318141011,12-Jul,7/18/2012,66172091,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
318141145,12-Jul,7/18/2012,66172151,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
318141291,12-Jul,7/18/2012,66172113,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
318141439,12-Jul,7/18/2012,66172120,ClosedIN SLA,Cancellation Request,VAS-OTHERS,High
318141637,12-Jul,7/18/2012,66172108,ClosedIN SLA,Cancellation Request,VAS-OTHERS,High
318141847,12-Jul,7/18/2012,66172097,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
318142055,12-Jul,7/18/2012,66172107,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
318142195,12-Jul,7/18/2012,66172109,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
318142431,12-Jul,7/18/2012,66172098,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
318142563,12-Jul,7/18/2012,66172104,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
318142901,12-Jul,7/18/2012,66172100,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
318143217,12-Jul,7/18/2012,66172042,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
318143371,12-Jul,7/18/2012,66172035,ClosedIN SLA,Cancellation Request,VAS-OTHERS,High
318143683,12-Jul,7/18/2012,66172039,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
318143843,12-Jul,7/18/2012,66172037,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
318143957,12-Jul,7/18/2012,66172034,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
318144097,12-Jul,7/18/2012,66172044,ClosedIN SLA,Cancellation Request,VAS-OTHERS,High
318858239,12-Jul,7/23/2012,66172120,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,High
318858367,12-Jul,7/23/2012,66172108,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,High
320212967,12-Jul,7/31/2012,67125775,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
320213719,12-Jul,7/31/2012,67125776,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
320213725,12-Jul,7/31/2012,67125777,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
320213727,12-Jul,7/31/2012,67125778,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
