SeriousDlqin2yrs,NumberOfTime30_59DaysPastDue1,util,age1,DebtRatio1,MonthlyIncome1,num_loans,depend
0,0,0.090763641,78,0.476249889,11220,5,1
0,0,0.056915086,78,0.015246188,4000,0,1
0,0,0.042084338,78,0.014498188,8000,0,1
0,0,0.020778372,78,0.136435847,10700,1,1
0,0,0.002341191,78,0.40393627,3200,1,1
0,0,0.074034738,78,0.274502,0,1,1
0,0,0.084705095,78,0.059841551,13000,0,1
0,0,0.412947545,78,0.25859375,5119,0,1
0,0,0.067773306,78,0.156868989,15700,1,1
0,0,0.00366038,78,0.274502,0,0,1
0,0,0.016136431,78,0.085991401,10000,0,1
0,1,0.170511689,78,0.01712286,8000,0,1
0,0,0.016898772,78,0.052941931,7800,1,1
0,1,0.310671387,78,0.236431554,4550,1,1
0,0,0.193595728,78,0.257969799,2383,0,1
0,0,0.001733304,78,0.274502,2000,3,1
0,0,0.001978771,78,0.274502,3400,2,1
0,0,0.906483102,78,0.136822773,4355,0,1
0,0,0.072644189,78,0.140998861,10531,2,1
0,0,0.061288346,78,0.012166489,4684,0,1
0,0,0.02887564,78,0.0089982,5000,0,1
0,0,0,78,0.173451327,1694,0,1
0,0,0.024956985,78,0.050784393,9943,0,1
0,0,0.459534622,78,0.567774936,4300,2,1
0,0,0.010923569,78,0.330522766,4150,1,1
0,0,0.199880215,78,0.64150293,2900,2,1
0,0,0.212311331,78,0.283625129,4854,0,1
0,0,0,78,0,2150,0,1
0,0,0.002407863,78,0.26203466,6231,2,1
0,0,0.597245333,78,0.429606625,5795,1,1
0,0,0.004251585,78,0.002441532,7781,0,1
0,0,0.161088468,78,0.151522593,8143,1,1
0,0,0.162467692,79,0.320886336,7310,2,1
0,0,0.004887659,79,0.001359804,3676,0,1
0,0,0.44020152,79,0.650444864,7417,1,1
0,0,0.067797288,79,0.012496876,4000,0,1
0,1,0.053777185,79,0.316130775,3700,0,1
0,0,0.016283049,79,0.322277111,4250,1,1
0,1,0.047131338,79,0.187524831,5033,1,1
0,0,0.581653422,79,0.548092002,3825,2,1
0,0,0.050342584,79,0.274502,0,0,1
0,0,0.029087971,79,0.262818446,3100,1,1
0,0,0.003282895,79,0.163627639,2083,0,1
0,0,0.0310923,79,0.087218381,4482,0,1
0,0,0.672994963,79,0.194786645,5600,0,1
0,0,0.011087241,79,0.170093458,4279,1,1
0,0,0.03339944,79,0.456550721,8250,1,1
0,0,0.003254245,79,0.309186352,3809,3,1
0,0,0.023745902,79,0.274502,0,0,1
0,0,0.141468053,79,0.379159616,7091,1,1
0,0,0.094965992,79,0.298528782,7000,2,1
0,0,0.028772057,79,0.126727433,3400,0,1
0,0,0.339080384,79,0.400911708,4167,1,1
0,0,0.99860028,79,0.079026623,8300,0,1
0,0,0.266263493,79,0.355397601,2250,0,1
0,0,0.230256581,79,0.010718114,1865,0,1
0,0,0.081906997,79,0.332137365,3901,1,1
0,0,0.026333807,79,0.110977804,5000,0,1
0,0,0.00755918,79,0.063099581,7400,0,1
0,0,0.034911526,79,0.00659967,6666,0,1
0,0,0.004951131,79,0.007362967,3666,0,1
0,0,0.024957725,79,0.065818853,10300,0,1
0,0,0.067757403,79,0.652417303,3929,2,1
0,1,0.9999999,79,0.396987781,3518,1,1
0,0,0.9999999,79,0.123889876,2251,0,1
0,0,0.376779267,79,0.274502,0,0,1
0,0,0.273919842,79,0.360690236,4751,1,1
0,0,0.001066619,79,0.196901549,4001,1,1
0,0,0.044947022,79,0.100385075,7530,1,1
0,0,0.043559482,79,0.038203635,11333,0,1
0,0,0.011955425,79,0.121387283,2940,0,1
0,0,0.009437272,79,0.190702324,4000,1,1
0,0,0.002383962,79,0.001713796,3500,0,1
0,0,0.006257213,79,0.003066258,7500,0,1
0,0,0,79,0,0,0,1
0,1,0,80,0.029886046,4650,0,1
0,0,0.10530566,80,0.143104944,5764,0,1
0,0,0.08528831,80,0.08872223,14133,1,1
0,0,0.806223698,80,0.422850845,2721,0,1
0,0,0.028638854,80,0.005748563,4000,0,1
0,0,0.197696382,80,0.274502,0,1,1
0,0,0.056433839,80,0.274502,0,3,1
0,0,0.516904502,80,0.252941921,7902,0,1
0,0,0.924278171,80,0.308106445,6500,1,1
0,0,0.044739684,80,0.274502,0,2,1
0,0,0,80,0,2596,0,1
0,0,0.053238651,80,0.018958483,4166,0,1
0,0,0.002086775,80,0,3925,0,1
0,1,0.079043722,80,0.5956011,4000,2,1
0,0,0.081648764,80,0.172557715,7666,1,1
0,0,0.009331275,80,0.04149585,10000,1,1
0,0,0.393978534,80,0.986946257,7200,2,1
0,0,0.007930722,80,0.223203906,4300,1,1
0,0,0.238909284,80,0.351248164,6809,1,1
0,0,0.133736486,80,0.403783102,3964,3,1
0,0,0.035643388,80,0.147693948,3750,1,1
0,0,0.035362157,80,0.158056659,7800,1,1
0,0,0.151093876,80,0.274502,0,1,1
0,0,0.035121776,80,0.009690817,6500,0,1
0,0,0.007092595,81,0.00449925,6000,0,1
0,0,0.027698537,81,0.274502,0,0,1
0,0,0.009965764,81,0.193548387,6075,1,1
0,0,0.024447246,81,0.274502,0,1,1
0,1,0,81,0,3050,0,1
0,0,0.018539928,81,0.151369726,5000,1,1
0,2,0.008040918,81,0.007725517,4400,0,1
0,0,0.007474672,81,0.274502,0,0,1
0,0,0.410911818,81,0.274338403,8350,3,1
0,0,0.011550302,81,0.005997601,2500,0,1
0,0,0.034555112,81,0.479577264,3500,2,1
0,0,0,81,0,3522,0,1
0,0,0.074430852,81,0.080669145,5379,1,1
0,0,0.048469166,81,0.028158668,4083,0,1
0,0,0.277115927,81,0.210194544,9200,2,1
0,0,0,81,0.004678041,3633,0,1
0,0,0.065763164,81,0.098392129,4166,1,1
0,0,0.974075274,81,0.703217744,3200,1,1
0,0,0.03009752,81,0.00339932,5000,0,1
0,0,0.057515371,81,0.033049934,8350,0,1
0,0,0.020020206,81,0.095878236,9000,1,1
0,0,0.843303293,81,0.274502,6666,2,1
0,0,0.007783503,81,0.205496565,1600,1,1
0,0,0.013010944,81,0.274502,0,0,1
0,0,0.006794365,81,0.022195561,5000,0,1
0,0,0.016499313,82,0.384323135,5000,1,1
0,0,0.002177332,82,0.000587889,1700,0,1
0,0,0.005305668,82,0.002428225,7000,0,1
0,0,0.004324712,82,0.274502,0,0,1
0,0,0.098850506,82,0.016610188,18000,0,1
0,0,0.000679973,82,0.504026659,3600,1,1
0,0,0.9999999,82,0,0,0,1
0,0,0.51817502,82,0.45672665,3500,1,1
0,0,0,82,0,5507,0,1
0,0,0.013666016,82,0.168567411,6400,2,1
0,0,0.463492009,82,0.19462443,4166,0,1
0,0,0.011124826,82,0.004798464,4167,0,1
0,0,0,82,0.000119976,8334,0,1
0,2,0.117132363,82,0.332233503,3939,0,1
0,0,0.867430712,83,0.788075745,16000,2,1
0,0,0.08740029,83,0.225548902,500,0,1
0,0,0.014940737,83,0.006041222,2813,0,1
0,0,0.271792027,83,0.274502,0,1,1
0,0,0.090286462,83,0.403932946,6203,1,1
0,0,0.038871414,83,0.250507661,5416,1,1
0,0,0.011764586,83,0.017574141,6372,0,1
0,0,0.008839361,83,0.274502,0,1,1
0,0,0.046883007,83,0.40960727,3080,1,1
0,0,0.983462811,83,0.212441603,4066,0,1
0,0,0.164149568,83,0.018069973,2600,0,1
0,0,0.072853674,84,0.017301038,2600,0,1
0,0,0.156672655,84,0.02592523,5322,0,1
0,0,0.04959504,84,0.00419916,3333,0,1
0,0,0.010217705,84,0.003331113,3001,0,1
0,0,0.351349219,84,0.100732601,15833,0,1
0,0,0.196233733,84,0.075239808,3335,0,1
0,0,0.033110545,85,0.007098801,8592,0,1
0,1,0.689510998,85,0.20751465,2900,1,1
0,0,0.130146826,85,0.048156148,12500,0,1
0,0,0.103545047,85,0.020942408,4583,0,1
0,2,0.25652264,85,0.26154769,5000,1,1
0,0,0.013568095,85,0.002726281,3667,0,1
0,0,0.033672115,85,0.005418185,10150,0,1
0,1,0.060133432,85,0.159478261,11499,0,1
0,1,0.0306146,85,0.136145542,5001,1,1
0,0,0.115126285,85,0.026662223,6000,0,1
0,0,0.103629247,85,0.084060828,7101,0,1
0,0,0,86,0.028613353,2725,0,1
0,0,0.622179135,86,0.241774223,5500,0,1
0,0,0.005722853,86,0.012794882,2500,1,1
0,0,0.9999999,86,0,0,0,1
0,0,0.66352097,86,0.099192065,12500,1,1
0,0,0.052044894,86,0.012688822,6619,0,1
0,0,0.059747876,86,0.220311875,5001,2,1
0,0,0.426217586,86,0.377885605,6800,1,1
0,0,0.032509411,86,0.39456145,3750,1,1
0,0,0.108283334,86,0.161908702,7250,1,1
0,0,0.059034156,86,0.03079692,10000,0,1
0,0,0.042276273,86,0.274502,0,0,1
0,0,0,86,0,1113,0,1
0,0,0.047555787,86,0.451927404,6666,2,1
0,0,0.232568601,86,0.274502,0,2,1
0,0,0.024148533,87,0.076677316,5633,0,1
0,0,0,87,0.067381539,6900,0,1
0,0,0.105605805,87,0.355961332,4654,1,1
0,0,0.020981518,87,0.274502,0,0,1
0,0,0.362660663,87,0.274502,0,0,1
0,0,0.100958654,87,0.674572724,8600,3,1
0,0,0.005167875,87,0.278215223,8000,2,1
0,0,0.001217356,87,0.003428082,7000,0,1
0,0,0.008371189,87,0.274502,0,0,1
0,0,0.789977429,87,0.706337687,6200,2,1
0,0,0.9999999,87,0.274502,0,1,1
0,0,0.026508079,88,0.026164486,12000,0,1
0,0,0,88,0.208032299,4705,0,1
0,0,0,88,0.074647309,7300,1,1
0,0,0.011784253,88,0.001833028,6000,0,1
0,0,0.071597136,88,0.301671614,6400,2,1
0,1,0.898870252,89,0.508121212,8249,1,1
0,0,0.027998356,89,0.122979503,6000,1,1
0,0,0.071766686,89,0.021118311,8333,0,1
0,0,0.009300008,89,0.130874179,1978,0,1
0,0,0.042974562,90,0.032243551,6667,0,1
0,0,0.046762741,90,0.016994335,3000,0,1
0,1,0.016454039,90,0.006070017,7083,0,1
0,0,0.024614122,90,0.856163405,7000,1,1
0,0,0.0046933,90,0.000988142,7083,0,1
0,0,0.03848263,90,0.274502,0,1,1
0,0,0.010302553,90,0.00439956,10000,0,1
0,0,0,90,0,2500,0,1
0,0,0.054857177,91,0.013623297,8000,0,1
0,0,0,92,0,4851,0,1
0,0,0.002749189,92,0.001684033,9500,0,1
0,0,0.046865104,92,0.007998546,5500,0,1
0,0,0.001085432,93,0.001028454,5833,0,1
0,0,0.9999999,93,0.274502,0,0,1
0,0,0,94,0,10000,0,1
0,0,0.039684932,95,0.01112361,8000,0,1
0,0,0.9999999,96,0,0,0,1
0,1,0.9999999,21,0.436927179,6000,2,2
0,0,0.3037836,22,0.144342263,2500,0,2
0,0,0.9999999,23,0.123186069,3100,0,2
0,0,0.77924675,23,0.630308077,1200,0,2
0,0,0.508511213,23,0.182752294,2724,0,2
0,0,0.01135253,23,0.042102493,15200,0,2
0,1,0.341714632,24,0.087391419,3798,1,2
0,1,0.116493656,24,0.093541715,4350,0,2
0,1,0.3037836,24,0.068931069,1000,0,2
0,2,0.663352462,25,0.173930428,2500,0,2
0,1,0.71028971,25,0.309745249,2472,0,2
0,0,0.448885473,25,0.044537357,5500,0,2
0,0,0.3037836,25,0.293246445,3375,0,2
0,0,0.989415915,25,0.102359056,2500,0,2
0,0,0.721278721,25,0.197633515,3126,0,2
0,0,0.70857316,25,0.052451148,2916,0,2
0,0,0.9999999,25,0.274502,0,0,2
0,0,0.9999999,25,0.042377869,3397,0,2
0,1,0.3037836,26,0.356158993,2540,0,2
0,0,0.57485276,26,0.067126875,4200,0,2
0,0,0.865992415,26,0.258122099,2800,0,2
0,0,0.937012373,26,0.722931705,1800,0,2
0,1,0.3037836,26,0.105839416,4109,0,2
0,0,0.04529547,26,0.018792483,2500,0,2
0,0,0.9999999,26,0.148489503,1952,0,2
0,0,0.181636727,26,0.078700812,3201,0,2
0,0,0.927556569,26,0.154239257,4304,0,2
0,1,0.990667704,26,0.52596501,3600,1,2
0,0,0.217956409,26,0.113924051,1500,0,2
0,0,0.742658668,26,0.239876986,3901,1,2
0,0,0.449859419,26,0.283827205,2800,1,2
0,0,0.9999999,26,0.133782733,3856,0,2
0,0,0.9999999,26,0.274502,0,0,2
0,0,0.3037836,27,0.092725819,1250,0,2
0,0,0.700249792,27,0.242380261,2066,0,2
0,0,0.648351648,27,0.274502,0,0,2
0,0,0.488594463,27,0.325162839,5833,2,2
0,0,0.9999999,27,0.193252811,2400,0,2
0,0,0.800885588,27,0.274502,221,0,2
0,0,0.667771474,27,0.274493002,3500,0,2
0,0,0.327327611,27,0.159494481,6250,0,2
0,0,0.684385382,27,0.516853933,800,1,2
0,0,0.567986749,27,0.274502,0,2,2
0,0,0.45136486,27,0.274502,0,0,2
0,0,0.9999999,27,0.260763359,3274,0,2
0,0,0.170965807,27,0.274502,0,0,2
0,0,0.812347155,28,0.274502,1500,1,2
0,0,0.930413917,28,0.319946676,6000,0,2
0,0,0.123816719,28,0.373682788,3700,1,2
0,1,0.699327395,28,0.420471281,4073,1,2
0,0,0.3037836,28,0.798091603,2619,1,2
0,0,0.800295262,28,0.274502,0,0,2
0,0,0.699291438,28,0.382885696,1600,0,2
0,0,0.9999999,28,0.009456265,2960,0,2
0,0,0.9999999,28,0.274502,1,0,2
0,0,0.3037836,28,0.594275329,2200,1,2
0,0,0.9999999,28,0.1990591,3400,0,2
0,0,0.902887139,28,0.210404177,5170,0,2
0,0,0.072656388,28,0.270560191,7550,1,2
0,0,0.9999999,28,0.122120817,2300,0,2
0,1,0.9999999,28,0.248677249,1700,0,2
0,0,0.528188725,28,0.195533628,3850,1,2
0,0,0.054299739,28,0.274502,0,0,2
0,2,0.485893417,28,0.203118752,2500,0,2
0,0,0.043709376,28,0.586275816,1500,1,2
0,0,0.9999999,28,0.053173949,2425,0,2
0,1,0.3037836,28,0.331333733,5000,1,2
0,1,0.221046443,28,0.120457604,2971,0,2
0,3,0.780183181,29,0.369202226,3233,0,2
0,0,0.218222722,29,0.24317045,5197,2,2
0,0,0.9999999,29,0,3208,0,2
0,0,0.531468531,29,0.314634824,3600,1,2
0,0,0.9999999,29,0.163706193,2082,0,2
0,0,0.859771218,29,0.286812764,2600,0,2
0,0,0.913520191,29,0.371582855,2962,0,2
0,1,0.204718113,29,0.309326815,5317,1,2
0,0,0.310980564,29,0.081781009,2200,0,2
0,0,0.007142128,29,0.288975231,2058,0,2
0,0,0.501396424,29,0.974177426,2400,1,2
0,0,0.863213679,29,0.102670277,18836,1,2
0,0,0.9999999,29,0.051498847,1300,0,2
0,0,0.823120382,29,0.11786195,5200,0,2
0,0,0.024517189,29,0.385515728,4100,1,2
0,0,0.686034885,29,0.052556412,3500,0,2
0,0,0.471397249,29,0.336665892,4300,1,2
0,0,0.938428875,29,0.691744509,3960,2,2
0,0,0.085640638,29,0.038534996,8900,0,2
0,0,0.569486103,29,0.035387177,2401,0,2
0,0,0.242144533,29,0.274502,0,1,2
0,0,0.897102897,29,0.385307346,1333,0,2
0,1,0.000749906,29,0.134204008,4440,0,2
0,0,0.987480501,29,0.621921516,3694,1,2
0,0,0,29,0.059250137,7307,0,2
0,0,0.703286448,29,0.166228301,1900,0,2
0,0,0.796407186,29,0.136575616,1500,0,2
0,0,0,29,0.474470735,4817,2,2
0,0,0.276085166,29,0.274502,0,1,2
0,1,0.165518774,29,0.291815455,7000,1,2
0,0,0.57416455,29,0.274502,0,0,2
0,1,0.591252177,29,0.304259043,3427,0,2
0,0,0.318458798,29,0.274502,2000,1,2
0,1,0.84751773,29,0.170184403,4500,0,2
0,4,0.490392126,29,0.292019347,3307,0,2
0,0,0.195687723,29,0.511291157,5800,2,2
0,1,0.357191727,29,0.131552635,7000,0,2
0,4,0.9999999,30,0.274502,0,0,2
0,0,0.220702344,30,0.918218991,2200,1,2
0,0,0.104499559,30,0.190799397,3977,0,2
0,0,0.3037836,30,0.187165775,4300,0,2
0,0,0.768853622,30,0.274502,0,0,2
0,1,0.944919534,30,0.417895526,4000,0,2
0,0,0.9999999,30,0.712158809,2014,0,2
0,0,0.805438912,30,0.430236931,2658,0,2
0,0,0.288661291,30,0.504602668,5322,2,2
0,0,0,30,0.070350845,5500,0,2
0,0,0.860093271,30,0.274502,0,0,2
0,0,0.889441567,30,0.724050173,5500,1,2
0,0,0.380675441,30,0.166326233,3426,0,2
0,0,0.953209358,30,0.397889801,4264,1,2
0,0,0.077118458,30,0.413566987,8844,1,2
0,1,0,30,0.210591643,7250,1,2
0,0,0,30,0.358547151,3000,1,2
0,0,0.069570163,30,0.420254798,6200,2,2
0,0,0.075011773,30,0.274502,500,1,2
0,0,0.997012377,30,0.22610261,5554,0,2
0,0,0.9999999,30,0.093836757,1800,0,2
0,0,0.9999999,30,0.074183411,10500,0,2
0,0,0.045016077,30,0.454141414,2474,0,2
0,0,0.9999999,30,0.517078488,2751,1,2
0,0,0.828930922,30,0.067770248,9000,0,2
0,1,0.9999999,30,0.555777689,2500,0,2
0,0,0.797465996,30,0.21980638,6300,0,2
0,0,0,30,0,1000,0,2
0,2,0.710266443,30,0.274502,0,1,2
0,0,0,30,0.149462634,4000,0,2
0,0,0.992415576,30,0.253045404,5417,1,2
0,0,0.597669667,30,0.228348772,6800,1,2
0,6,0.9999999,30,0.274502,0,0,2
0,1,0.552967245,30,0.259678694,3796,0,2
0,0,0.327198957,30,0.204819277,5394,0,2
0,0,0.505897977,30,0.080456179,6400,0,2
0,0,0.356772002,30,0.155351937,2400,0,2
0,0,0.240358061,30,0.127238156,6310,0,2
0,0,0.106231501,30,0.274502,3500,2,2
0,0,0.205096939,30,0.118126809,3800,0,2
0,0,0.201423886,30,0.608397601,3500,1,2
0,0,0,31,0.174907501,8918,1,2
0,0,0.003555161,31,0.25374925,5000,1,2
0,0,0.786069652,31,0.123438281,2000,0,2
0,0,0.400590775,31,0.10684188,7000,0,2
0,0,0.838012523,31,0.277400333,7800,1,2
0,0,0.009612031,31,0.421142662,2922,1,2
0,0,0.201233129,31,0.428244116,4800,1,2
0,0,0.844988763,31,0.403167747,4166,0,2
0,0,0.132492297,31,0.146778435,6083,0,2
0,0,0.738280382,31,0.274502,1820,1,2
0,0,0.829626607,31,0.218130922,4643,0,2
0,0,0.020728724,31,0.542727922,4200,1,2
0,0,0.148229481,31,0.640156454,2300,1,2
0,0,0.329433661,31,0.616801438,2225,1,2
0,6,0.436847522,31,0.074442675,7535,0,2
0,0,0.955474852,31,0.563641175,7557,2,2
0,0,0.9999999,31,0.391001956,4600,1,2
0,0,0.47619728,31,0.421577516,4411,0,2
0,0,0.290938178,31,0.57467635,3166,1,2
0,0,0.39373403,31,0.269005848,5300,2,2
0,0,0.045799295,31,0.008705859,10222,0,2
0,0,0,31,0.312076436,9000,1,2
0,0,0.421844798,31,0.271745651,5000,0,2
0,0,0.9999999,31,0.319578258,5500,1,2
0,0,0.071398215,31,0.274502,0,2,2
0,1,0.066912436,31,0.651175358,3700,2,2
0,0,0.9999999,31,0,12000,0,2
0,0,0.9999999,31,0.108478341,2700,0,2
0,0,0.574379983,31,0.100315183,9200,0,2
0,0,0.015498565,31,0.276243094,7058,1,2
0,0,0.993006993,31,0.594628357,1600,1,2
0,0,0.659409594,31,0.633130963,2305,2,2
0,0,0.001399907,31,0.012818886,7878,0,2
0,0,0.064944918,31,0.161295852,5833,0,2
0,0,0.9999999,31,0,2666,0,2
0,0,0.024664611,31,0.102356582,4200,0,2
0,0,0,31,0.856982614,5348,2,2
0,0,0.9999999,31,0.351742275,1520,0,2
0,0,0.9999999,31,0.288874639,3118,0,2
0,0,0.097431257,31,0.075966387,5949,0,2
0,0,0.054503259,31,0.274502,0,0,2
0,0,0.126158623,31,0.101974506,4000,0,2
0,0,0.374048404,31,0.305243875,4366,1,2
0,0,0.977674109,31,0.547726137,2000,1,2
0,0,0.371644487,32,0.427944404,4100,0,2
0,0,0.9999999,32,0.163748459,4054,0,2
0,0,0,32,0.071911005,5033,0,2
0,0,0.936529656,32,0.274502,0,0,2
0,0,0.078464051,32,0.160767846,3333,0,2
0,0,0.00029786,32,0.372587633,2538,1,2
0,0,0.050684397,32,0.274502,0,1,2
0,0,0.553545531,32,0.062390018,6250,0,2
0,1,0.3037836,32,0.24835033,5000,0,2
0,2,0.9999999,32,0.451372478,5500,1,2
0,0,0.084057246,32,0.42176259,6671,2,2
0,0,0,32,0.274502,0,1,2
0,0,0.111528735,32,0.274502,301,2,2
0,0,0.66449342,32,0.274502,1,0,2
0,1,0.3037836,32,0.002307101,3900,0,2
0,0,0.176113085,32,0.474462073,4600,1,2
0,0,0.485341049,32,0.722853249,2200,1,2
0,0,0.439277374,32,0.501469148,4083,1,2
0,1,0.935212957,32,0.274502,0,2,2
0,0,0.112962638,32,0.360691145,4166,2,2
0,0,0.97720926,32,0.394691486,2900,0,2
0,3,0.3037836,32,0.337651553,6020,1,2
0,0,0,32,0.538048344,3350,1,2
0,0,0.056840903,32,0.34845815,4539,1,2
0,0,0.9999999,32,0.186948854,1700,1,2
0,0,0.673823692,32,0.274502,1748,1,2
0,0,0.391709468,32,0.734932349,1625,1,2
0,0,0.9999999,32,0.112087246,3300,0,2
0,0,0.9999999,32,0.293958521,4435,1,2
0,0,0.327601719,32,0.260901163,6879,1,2
0,0,0.385925085,32,0.383113234,7117,2,2
0,1,0.829268293,32,0.384204211,9166,1,2
0,0,0.063565482,32,0.483950184,5700,1,2
0,0,0.9999999,32,0.703895209,2900,1,2
0,0,0.629420085,32,0.162070634,6200,0,2
0,0,0.053132812,32,0.171063593,3600,0,2
0,0,0.00476292,32,0.528152114,5416,2,2
0,1,0.959733456,32,0.228636182,7500,0,2
0,0,0.034196947,32,0.111744413,20000,1,2
0,1,0.3037836,32,0.056857143,3499,0,2
0,1,0.924369748,32,0.073047187,3750,0,2
0,0,0.985355015,32,0.133402995,2870,0,2
0,0,0,32,0,5312,0,2
0,0,0.174357455,32,0.27086805,6600,2,2
0,0,0.189567536,32,0.873750291,4300,2,2
0,0,0.716837755,32,0.307897368,3000,0,2
0,0,0.372130998,32,0.206849144,8000,0,2
0,0,0.9999999,32,0,2200,0,2
0,0,0,32,0.274502,1000,2,2
0,0,0,32,0.058840331,3500,0,2
0,1,0.983288102,32,0.565581695,3102,1,2
0,0,0.120855534,32,0.311048777,6416,1,2
0,0,0.001782748,32,0.132373525,5000,0,2
0,0,0.021850094,32,0.31716656,4700,2,2
0,0,0,32,0.233989267,2794,0,2
0,3,0.3037836,32,0.907618476,5000,2,2
0,0,0.99340066,32,0.120646559,6000,0,2
0,0,0.010646433,32,0.000830979,6016,0,2
0,0,0.213289846,32,0.12960781,5940,0,2
0,0,0.76280173,32,0.291381669,5116,0,2
0,0,0.59138153,32,0.289663285,6800,0,2
0,0,0.141224645,32,0.095380924,1666,0,2
0,1,0.9999999,32,0.167772861,2711,0,2
0,0,0.03550442,32,0.007436261,2823,0,2
0,3,0.3037836,32,0.325199645,2253,0,2
0,1,0.098441823,32,0.125334352,7850,1,2
0,1,0.9999999,32,0.274502,900,2,2
0,0,0.214052397,32,0.356974502,14000,2,2
0,0,0.163232789,32,0.320470093,5700,1,2
0,0,0.633156966,32,0.602329451,600,0,2
0,0,0.04076584,32,0.192914792,14000,1,2
0,0,0.932188655,32,0.337065174,2500,0,2
0,0,0.932613477,32,0.01629837,10000,0,2
0,0,0.617351287,32,0.75173233,5050,1,2
0,0,0,32,0.64113239,1200,0,2
0,0,0.886673535,32,0.131073785,3333,0,2
0,0,0.911196911,32,0.441860465,2880,1,2
0,0,0.073792621,32,0.480890661,6017,1,2
0,0,0.9999999,32,0,1800,0,2
0,0,0.696960566,32,0.31579757,6500,1,2
0,0,0.114908762,32,0.183150748,6480,1,2
0,0,0,32,0.835935873,4802,2,2
0,0,0.087406258,32,0.288977727,1750,0,2
0,0,0.128675745,32,0.36203679,3750,0,2
0,0,0.133811031,32,0.524277812,4880,1,2
0,0,0.49250163,32,0.85778781,3100,1,2
0,0,0.3037836,32,0.269937762,6908,2,2
0,0,0.006747104,32,0.660487398,4800,3,2
0,0,0.454923564,32,0.530781317,7000,2,2
0,0,0.089955022,32,0.260434057,7786,1,2
0,0,0.03448157,32,0.520953048,7134,2,2
0,0,0.35964036,32,0.257774223,10000,1,2
0,0,0.199065577,33,0.519843101,4333,3,2
0,0,0.125995869,33,0.312213142,8932,1,2
0,1,0.345221232,33,0.036660235,5700,0,2
0,0,0.946147822,33,0.274502,0,0,2
0,0,0.663116112,33,0.278607587,16000,1,2
0,0,0.531731152,33,0.4727197,2400,0,2
