active_cust,income,months_on_network,Num_complaints,number_plan_changes,relocated,monthly_bill,technical_issues_per_month,Speed_test_result
0,1643,75,2,1,0,49,4,79
1,1638,75,7,1,0,56,4,23
1,1622,78,5,1,0,51,4,16
1,1626,78,8,1,0,61,4,39
1,1622,78,6,1,0,14,4,55
1,1620,78,9,1,0,55,3,41
1,1613,79,10,1,0,48,3,45
1,1627,78,7,1,0,71,3,66
1,1626,77,10,1,0,26,4,72
1,1625,78,7,1,0,89,3,66
1,1616,79,8,1,0,46,4,39
0,1615,79,6,1,0,35,4,89
1,1613,79,6,1,0,30,3,63
1,1631,76,5,1,0,38,3,45
1,1625,76,8,1,0,42,4,18
1,1630,77,6,1,0,98,3,47
1,1634,76,10,1,0,49,4,38
1,1628,76,6,1,0,50,3,55
1,1617,79,6,1,0,68,4,63
1,1602,81,6,1,0,60,3,64
1,1613,79,9,1,0,96,3,27
0,1624,78,8,1,0,25,4,78
0,1587,83,8,1,0,88,3,62
0,1608,81,4,1,0,48,4,76
0,1605,80,4,1,0,27,3,48
1,1604,81,7,1,0,27,4,24
1,1615,79,8,1,0,50,3,19
1,1616,79,8,1,0,77,4,65
1,1638,75,6,1,0,65,4,27
0,1626,77,3,1,0,38,4,63
0,1630,77,2,1,0,49,4,54
1,1626,78,7,1,0,44,4,21
1,1622,78,7,1,0,44,3,60
1,1620,77,5,1,0,59,4,63
1,1623,78,7,1,0,24,3,63
1,1626,78,6,1,0,50,4,46
1,1619,78,7,1,0,46,4,55
1,1618,77,7,1,0,13,4,73
1,1571,86,5,1,0,44,4,27
1,1589,82,7,1,0,43,3,42
1,1595,83,7,1,0,27,3,37
1,1595,82,10,1,0,61,4,31
1,1609,80,9,1,0,85,3,48
1,1635,76,6,1,0,11,4,73
1,1690,68,7,1,0,10,4,74
1,1687,69,6,1,0,68,4,56
1,1902,48,5,1,0,40,4,71
1,1831,53,7,1,0,46,3,36
1,1834,53,9,1,0,12,3,70
1,1785,58,5,1,0,73,3,44
1,1779,58,10,1,0,23,3,58
1,1742,62,6,1,0,98,3,30
1,1743,62,10,1,0,76,4,21
1,1675,69,10,1,0,90,4,26
1,1661,72,7,1,0,83,4,43
1,1662,72,7,1,0,23,3,37
1,1609,80,6,1,0,84,4,45
1,1617,78,10,1,0,38,4,58
1,1617,78,10,1,0,61,4,19
1,1596,82,7,1,0,34,4,68
1,1620,78,5,1,0,13,4,15
1,1619,78,10,1,0,80,3,45
1,1617,77,10,1,0,47,3,45
0,1647,74,8,3,1,49,6,40
0,1670,72,1,3,1,58,5,84
0,1635,75,1,3,1,78,5,56
0,1641,75,3,3,1,24,6,54
1,1643,74,7,1,0,25,4,33
1,1653,73,7,1,0,33,4,59
1,1649,74,10,1,0,11,3,58
1,1672,71,5,1,0,60,4,35
1,1673,70,9,1,0,36,4,19
1,1642,76,10,1,0,72,4,51
1,1636,76,8,1,0,35,3,19
1,1606,80,7,1,0,51,4,65
1,1617,78,6,1,0,38,4,34
1,1602,81,8,1,0,85,4,15
1,1603,81,10,1,0,92,4,69
1,1604,81,5,1,0,15,3,19
1,1605,81,5,1,0,55,3,51
1,1604,81,8,1,0,66,4,21
1,1597,82,7,1,0,74,4,63
1,1610,80,8,1,0,36,4,58
1,1609,80,6,1,0,96,4,30
1,1623,78,9,1,0,35,4,33
0,1666,72,6,3,1,76,6,47
0,1665,71,8,3,1,63,5,83
0,1681,70,7,3,1,39,5,75
0,1677,69,8,3,1,48,6,69
0,1698,67,8,3,1,89,6,89
0,1702,67,7,3,1,66,5,40
0,1696,67,0,3,1,91,6,47
0,1674,70,2,3,1,74,5,42
1,1700,67,8,2,0,56,4,32
1,1694,67,10,2,0,94,4,15
1,1696,67,6,2,0,23,5,62
1,1700,67,10,2,0,67,4,48
1,1700,67,6,2,0,60,4,17
1,1676,70,6,2,0,54,4,57
1,1669,70,7,2,0,81,4,44
1,1670,71,5,2,0,70,4,49
1,1676,70,9,2,0,49,4,62
1,1676,71,8,2,0,32,4,63
1,1682,69,9,2,0,34,4,23
1,1689,68,6,2,0,38,4,22
1,1689,68,5,2,0,72,4,22
1,1690,68,8,2,0,25,4,17
1,1706,66,7,2,0,97,5,30
1,1701,67,8,2,0,16,4,16
1,1700,67,7,2,0,30,4,21
1,1721,65,6,2,0,41,4,15
1,1718,65,7,2,0,54,4,57
1,1722,64,5,2,0,76,5,20
0,1720,64,4,2,0,28,4,52
1,1695,67,8,2,0,98,4,19
1,1694,69,5,2,0,86,5,49
0,1670,70,0,2,0,91,4,69
1,1669,72,6,2,0,51,4,63
1,1661,71,6,2,0,16,4,36
1,1657,72,5,2,0,50,5,18
1,1660,72,7,2,0,36,5,29
1,1661,72,5,2,0,81,5,51
1,1671,70,8,2,0,98,5,26
1,1672,71,7,2,0,25,4,51
1,1726,64,7,2,0,25,5,47
1,1733,63,10,2,0,18,5,67
1,1689,69,8,2,0,89,5,56
1,1694,68,5,2,0,40,4,67
1,1688,68,8,2,0,98,4,56
1,1683,69,6,2,0,76,5,21
1,1685,69,8,2,0,83,4,38
1,1702,68,6,2,0,90,4,49
1,1674,71,10,2,0,57,5,25
1,1641,74,9,2,0,70,5,59
1,1649,74,10,2,0,76,4,38
1,1644,75,7,2,0,37,5,60
1,1653,73,6,2,0,72,4,26
0,1654,74,8,2,0,48,4,61
1,1671,71,6,2,0,78,4,35
1,1666,71,9,2,0,81,5,33
1,1681,70,5,2,0,94,4,20
1,1693,67,8,2,0,91,4,52
1,1667,72,6,2,0,49,5,62
1,1668,71,5,2,0,19,5,37
1,1659,73,6,2,0,99,4,21
1,1667,71,7,0,0,41,3,67
1,1682,70,6,0,0,16,3,19
1,1674,70,6,0,0,57,2,31
1,1677,69,9,0,0,70,2,52
1,1677,69,5,0,0,63,3,65
1,1684,69,5,0,0,23,2,23
1,1688,68,7,0,0,18,3,30
1,1689,69,5,0,0,61,2,53
1,1681,69,5,2,0,28,5,27
1,1682,68,9,2,0,73,4,49
1,1674,71,10,2,0,38,4,52
1,1657,73,8,2,0,58,5,33
1,1662,73,9,2,0,32,4,60
1,1645,75,10,2,0,10,4,41
1,1644,75,9,2,0,77,5,53
1,1649,73,6,2,0,51,4,16
1,1694,68,8,0,0,25,3,44
1,1686,69,7,0,0,54,2,66
1,1685,68,5,0,0,96,3,50
1,1724,64,7,0,0,20,3,29
1,1722,64,10,0,0,11,3,17
1,1726,64,7,0,0,33,2,39
1,1699,66,9,0,0,13,2,30
1,1700,66,5,0,0,10,3,29
1,1699,67,10,0,0,63,2,19
1,1657,73,9,0,0,74,3,45
1,1658,72,6,0,0,98,3,17
1,1654,73,8,0,0,82,2,35
1,1655,72,5,0,0,31,3,45
1,1653,73,7,0,0,55,2,24
1,1666,71,10,0,0,92,2,53
1,1671,71,6,0,0,13,3,67
1,1665,71,6,0,0,81,3,35
1,1669,71,6,0,0,99,3,59
1,1665,71,6,0,0,73,3,46
1,1663,71,5,0,0,66,2,32
1,1663,72,6,0,0,57,3,67
1,1671,71,5,0,0,21,3,22
1,1697,67,6,0,0,63,2,34
1,1706,66,10,0,0,15,2,57
1,1717,65,8,0,0,31,3,60
1,1655,73,5,0,0,71,3,22
1,1653,73,7,0,0,45,3,15
1,1665,72,8,0,0,56,2,36
1,1657,74,7,0,0,44,3,39
1,1653,73,10,0,0,63,3,19
1,1653,73,5,0,0,21,2,44
1,1657,72,7,0,0,63,3,63
1,1659,72,7,0,0,23,2,52
1,1701,67,9,0,0,24,2,47
1,1689,68,5,0,0,40,3,48
1,1677,70,6,0,0,73,2,53
1,1673,70,5,0,0,78,3,19
1,1665,72,8,0,0,96,3,62
1,1662,72,10,0,0,60,3,48
1,1670,71,6,0,0,53,3,18
1,1662,71,5,0,0,40,2,43
1,1678,70,7,2,0,40,5,21
1,1667,72,6,2,0,82,4,71
1,1658,72,8,2,0,78,5,19
0,1637,76,0,2,0,100,5,49
1,1637,75,5,2,0,24,4,53
1,1636,76,7,2,0,25,4,73
1,1653,73,5,2,0,19,5,27
1,1661,71,8,2,0,15,5,70
1,1665,72,5,2,0,20,4,49
1,1663,71,10,2,0,65,4,15
1,1654,73,5,2,0,49,5,31
1,1637,75,6,2,0,43,4,69
1,1634,76,10,2,0,41,4,23
1,1633,76,9,2,0,77,5,29
1,1648,74,9,2,0,23,4,38
1,1642,75,10,2,0,28,5,47
1,1664,72,8,2,0,25,5,41
1,1663,72,10,2,0,85,4,52
1,1665,72,5,2,0,20,4,40
1,1696,67,8,2,0,25,5,49
1,1693,67,5,2,0,72,4,34
1,1715,65,5,2,0,100,4,31
1,1720,65,6,2,0,52,5,54
1,1724,65,9,2,0,16,5,20
1,1734,63,8,2,0,92,5,53
1,1726,64,6,2,0,40,5,37
1,1730,63,10,2,0,39,5,59
1,1716,64,8,2,0,64,4,15
1,1693,67,5,2,0,19,4,32
1,1700,67,6,2,0,55,5,68
0,1693,67,7,2,0,38,5,85
1,1690,68,6,2,0,47,5,26
1,1695,68,10,2,0,55,5,39
1,1681,69,7,2,0,56,4,30
1,1688,69,9,2,0,78,5,63
1,1685,69,10,2,0,25,5,29
1,1685,69,8,2,0,29,4,24
1,1694,67,5,2,0,89,5,21
1,1688,69,6,2,0,28,5,70
1,1684,69,10,2,0,79,5,70
1,1684,68,8,2,0,19,4,36
1,1699,67,7,2,0,73,5,25
1,1670,70,8,2,0,16,4,48
1,1663,72,5,2,0,53,5,48
1,1672,71,5,2,0,58,4,67
1,1681,69,10,2,0,62,4,57
1,1675,70,10,2,0,96,5,60
1,1674,70,9,2,0,56,5,21
1,1672,71,8,2,0,14,5,60
1,1669,70,8,2,0,33,4,58
1,1668,71,5,2,0,88,5,39
1,1670,71,6,2,0,51,5,61
1,1669,71,5,2,0,62,4,43
1,1664,72,6,2,0,34,4,53
1,1678,70,6,2,0,85,4,46
1,1673,70,6,2,0,96,4,41
1,1671,70,9,2,0,66,5,62
1,1673,70,9,2,0,17,4,26
1,1689,69,7,2,0,84,5,68
1,1681,69,8,2,0,64,5,17
1,1688,69,7,2,0,44,5,57
1,1676,71,9,2,0,11,4,19
1,1675,70,5,2,0,98,4,50
1,1676,70,7,2,0,46,5,53
1,1674,71,10,2,0,34,5,37
1,1657,71,5,2,0,23,5,24
1,1680,70,8,2,0,49,4,39
1,1657,71,5,2,0,41,4,57
1,1662,72,5,0,0,78,3,56
1,1670,72,7,0,0,90,3,43
1,1663,72,10,0,0,99,2,37
1,1675,71,5,0,0,73,2,32
1,1679,69,8,0,0,39,3,27
1,1682,69,7,0,0,19,2,70
1,1680,70,5,0,0,86,3,59
1,1674,70,6,0,0,47,2,71
1,1662,71,10,0,0,84,3,40
1,1667,72,8,0,0,38,2,50
1,1669,71,7,0,0,32,3,37
1,1675,71,8,0,0,39,3,62
1,1670,70,6,0,0,14,3,65
1,1676,70,10,0,0,31,2,49
1,1671,70,5,0,0,95,3,71
1,1672,70,8,0,0,92,2,74
1,1680,70,6,0,0,10,3,66
1,1691,68,5,0,0,62,2,20
1,1694,68,9,0,0,81,2,51
1,1686,68,10,0,0,17,2,16
1,1674,70,6,0,0,14,2,62
1,1681,70,9,0,0,87,2,65
1,1666,71,9,0,0,12,2,27
1,1676,70,6,0,0,11,2,73
1,1682,70,6,0,0,78,2,50
1,1664,72,6,0,0,38,2,34
1,1662,73,10,0,0,99,3,24
1,1660,73,5,0,0,45,3,49
1,1658,73,7,0,0,41,2,67
1,1661,72,5,0,0,35,3,64
1,1662,71,5,0,0,33,2,53
1,1689,69,6,0,0,89,3,55
1,1695,67,10,0,0,84,3,60
1,1681,69,7,0,0,68,2,57
1,1674,70,7,0,0,75,3,24
1,1692,68,5,0,0,31,3,68
1,1676,70,5,0,0,95,2,36
1,1675,69,8,0,0,39,2,20
1,1677,70,9,0,0,67,3,63
1,1678,70,6,0,0,59,3,70
1,1670,70,7,0,0,85,2,72
1,1670,70,6,0,0,90,2,23
1,1657,72,6,0,0,76,3,25
1,1665,72,7,0,0,65,3,44
1,1664,72,7,0,0,76,3,16
1,1658,72,8,0,0,14,2,16
1,1666,72,6,0,0,41,3,44
1,1663,72,8,2,0,69,5,48
1,1663,71,6,2,0,54,4,75
1,1657,73,5,2,0,63,4,44
1,1658,74,9,2,0,36,5,55
0,1659,73,2,2,0,87,4,65
0,1655,72,0,2,0,76,5,76
1,1672,70,9,2,0,91,5,43
1,1687,69,8,2,0,81,4,68
1,1655,73,5,2,0,34,5,31
1,1662,72,6,2,0,93,5,64
1,1659,72,9,2,0,71,4,67
1,1664,72,5,2,0,41,5,43
1,1667,71,8,2,0,67,4,22
1,1645,74,5,2,0,63,4,17
1,1648,74,10,2,0,80,4,18
1,1628,77,7,2,0,99,5,44
1,1628,77,10,2,0,19,5,33
1,1649,74,10,2,0,55,5,64
1,1649,74,10,2,0,40,4,48
1,1667,71,6,2,0,55,4,19
0,1669,70,3,7,1,21,10,40
0,1666,71,2,7,1,59,9,72
1,1660,72,8,2,0,28,5,40
1,1662,71,8,2,0,87,4,46
1,1688,68,7,0,0,81,2,40
1,1685,69,10,0,0,23,3,60
1,1684,69,7,0,0,71,3,37
1,1679,69,8,0,0,83,3,65
1,1697,68,5,0,0,73,3,50
1,1695,67,8,0,0,61,3,21
1,1697,68,7,0,0,52,2,70
1,1701,67,6,0,0,67,2,75
1,1698,67,10,0,0,26,3,20
1,1697,68,7,0,0,96,3,25
1,1678,70,9,0,0,85,3,41
1,1666,71,9,2,0,13,5,31
0,1683,69,6,9,1,88,12,40
0,1663,71,7,4,1,78,6,44
0,1663,71,1,4,1,53,6,73
0,1661,71,0,4,1,62,7,69
1,1681,70,6,2,0,64,4,44
1,1697,67,5,2,0,71,4,42
1,1710,66,7,2,0,92,4,48
1,1683,69,5,2,0,11,5,55
1,1714,66,6,2,0,86,5,27
1,1680,69,10,2,0,75,5,60
1,1675,69,10,2,0,77,5,22
1,1688,69,6,2,0,88,5,21
1,1685,68,9,2,0,40,5,42
1,1670,71,8,2,0,72,4,22
1,1692,68,7,2,0,99,4,68
1,1704,66,8,2,0,14,5,48
1,1702,67,8,2,0,18,4,70
1,1705,67,9,2,0,54,5,19
1,1699,67,9,2,0,14,5,71
1,1673,70,10,2,0,34,4,62
1,1674,70,8,2,0,68,5,36
1,1681,70,8,2,0,40,5,19
0,1680,70,2,2,0,25,4,60
0,1679,70,7,2,0,19,4,64
1,1683,68,6,2,0,34,4,41
1,1677,71,8,2,0,50,5,74
1,1677,70,5,2,0,60,5,68
1,1686,68,10,2,0,42,4,62
1,1693,68,6,2,0,24,4,72
1,1685,68,9,2,0,38,4,73
1,1680,69,10,2,0,25,4,52
1,1681,70,6,2,0,64,5,35
1,1683,69,10,2,0,62,4,15
1,1682,69,10,2,0,86,5,19
1,1680,69,10,2,0,57,4,20
1,1677,70,5,2,0,44,4,17
1,1680,69,9,2,0,53,5,16
1,1642,74,5,2,0,56,5,71
1,1668,70,7,2,0,83,5,37
1,1683,69,9,2,0,41,4,75
1,1679,69,5,2,0,71,5,56
1,1685,69,8,2,0,58,5,33
1,1665,71,8,2,0,63,4,64
1,1672,71,7,2,0,37,4,74
1,1669,72,8,2,0,22,5,38
1,1664,71,10,2,0,71,4,68
1,1666,71,9,2,0,17,5,49
1,1674,71,6,0,0,85,3,31
1,1664,72,6,0,0,61,3,26
1,1661,72,7,0,0,12,3,49
1,1657,72,10,0,0,53,3,59
1,1659,73,7,0,0,22,2,55
1,1645,74,8,0,0,11,2,42
1,1649,74,6,0,0,15,2,38
1,1645,74,5,0,0,43,2,45
1,1638,76,10,0,0,74,3,53
1,1643,75,6,0,0,22,2,48
0,1635,76,0,0,1,97,2,86
1,1638,76,10,0,0,63,2,66
1,1627,78,7,0,0,29,2,16
1,1622,77,10,0,0,19,3,60
1,1628,77,9,0,0,10,3,67
1,1632,77,10,0,0,41,3,69
1,1645,73,7,0,0,17,3,50
1,1650,74,6,0,0,64,2,41
1,1652,74,9,0,0,100,2,34
1,1662,71,5,0,0,32,2,33
1,1680,69,8,0,0,28,3,62
1,1686,69,7,0,0,32,3,56
1,1678,70,9,0,0,67,2,74
1,1676,70,10,0,0,57,3,39
1,1666,70,5,0,0,49,2,35
1,1665,71,7,0,0,87,2,48
1,1667,71,8,0,0,57,2,17
1,1649,74,9,0,0,62,2,23
1,1643,75,7,0,0,87,2,20
1,1637,75,8,0,0,67,3,46
1,1639,75,9,0,0,79,3,44
1,1637,75,10,0,0,67,2,27
1,1636,76,10,0,0,87,2,61
1,1638,76,6,0,0,91,2,66
1,1629,76,10,0,0,53,3,33
1,1617,78,10,0,0,11,3,39
1,1619,78,8,0,0,86,2,43
1,1621,78,7,0,0,25,3,20
1,1629,76,6,0,0,72,3,71
1,1630,77,6,0,0,50,3,20
1,1618,78,8,0,0,30,3,28
1,1626,78,10,0,0,87,2,40
1,1618,80,7,0,0,86,2,23
1,1614,79,10,0,0,51,2,51
1,1622,78,7,0,0,73,2,68
1,1626,78,10,0,0,19,2,31
1,1623,78,6,0,0,96,2,19
1,1633,76,5,0,0,63,3,51
1,1620,79,7,0,0,54,2,61
1,1613,78,5,0,0,26,2,73
1,1621,77,9,0,0,27,2,36
1,1629,77,8,0,0,88,2,24
1,1638,75,9,0,0,61,3,62
1,1621,77,5,0,0,56,3,46
1,1643,75,10,0,0,89,3,43
1,1638,75,6,0,0,93,3,49
1,1670,71,10,0,0,52,3,55
1,1660,72,7,0,0,35,2,75
1,1659,73,8,0,0,100,2,41
1,1656,72,5,0,0,90,3,44
1,1662,71,5,0,0,43,2,72
1,1632,76,7,0,0,67,2,21
1,1650,73,6,0,0,35,2,45
1,1656,73,8,0,0,50,3,74
1,1649,74,5,0,0,34,3,17
1,1642,75,5,0,0,19,2,33
1,1637,75,9,0,0,38,3,52
1,1664,72,6,0,0,72,3,73
1,1686,69,9,0,0,51,3,64
1,1728,63,9,0,0,68,3,47
1,1747,61,10,0,0,98,2,58
1,1727,64,7,0,0,86,3,61
1,1728,64,6,0,0,14,3,61
1,1725,64,10,0,0,17,3,24
1,1728,64,9,0,0,88,2,15
1,1690,67,10,0,0,30,2,47
1,1744,62,7,0,0,96,3,32
1,1739,62,9,0,0,94,3,59
1,1784,58,5,0,0,49,2,64
1,1725,65,7,0,0,36,3,28
1,1741,62,7,0,0,26,3,50
1,1738,62,8,0,0,59,2,23
1,1702,66,6,0,0,49,3,43
1,1703,66,8,0,0,65,3,49
1,1709,66,5,0,0,18,2,23
1,1709,65,8,0,0,64,3,32
1,1710,66,6,0,0,82,3,54
1,1728,64,5,0,0,98,3,70
1,1754,61,7,0,0,42,2,36
1,1721,65,6,0,0,38,2,48
1,1718,64,10,0,0,34,2,70
1,1724,64,10,0,0,14,3,56
1,1708,66,9,0,0,97,3,50
1,1712,66,6,0,0,32,3,53
1,1706,66,5,0,0,90,2,75
1,1709,65,8,0,0,74,3,22
1,1725,64,8,0,0,39,3,46
1,1723,64,6,0,0,66,3,18
1,1730,63,7,0,0,34,3,74
1,1744,62,5,0,0,78,2,56
1,1741,62,6,0,0,18,3,24
1,1727,64,9,0,0,21,2,18
1,1703,66,9,0,0,80,3,21
1,1703,66,7,0,0,11,2,20
1,1715,65,8,0,0,62,2,51
1,1729,64,8,0,0,78,2,43
1,1691,68,7,0,0,49,3,37
1,1670,71,9,0,0,71,3,58
1,1646,73,9,0,0,50,2,64
1,1658,72,10,0,0,62,3,28
1,1690,68,9,0,0,80,3,19
1,1694,68,6,0,0,53,3,60
1,1708,67,9,0,0,40,2,47
1,1701,66,6,0,0,22,3,22
1,1704,66,5,0,0,95,3,58
1,1706,67,8,0,0,98,3,48
1,1705,67,5,0,0,20,2,15
1,1694,67,7,0,0,16,2,71
1,1665,72,7,0,0,95,2,17
1,1666,71,5,0,0,80,3,31
1,1670,71,7,0,0,28,2,64
1,1682,69,8,0,0,87,3,53
1,1704,67,5,0,0,15,3,64
1,1678,70,5,0,0,71,2,20
1,1650,74,8,0,0,72,3,36
1,1642,75,5,0,0,16,3,25
1,1633,75,9,0,0,33,2,20
1,1636,75,8,0,0,82,2,51
1,1667,71,6,0,0,52,2,40
1,1668,71,6,0,0,18,3,72
1,1659,72,8,0,0,16,2,27
1,1690,68,7,0,0,35,3,46
1,1692,68,5,0,0,77,2,30
1,1691,68,7,0,0,46,3,29
1,1700,67,5,0,0,45,3,65
1,1701,66,5,0,0,89,3,49
1,1694,68,5,0,0,98,3,24
1,1666,71,6,0,0,100,2,61
1,1659,72,6,0,0,72,2,68
1,1665,72,10,0,0,76,3,59
1,1664,72,8,0,0,17,2,51
1,1699,67,9,0,0,46,3,36
1,1699,67,5,0,0,27,3,52
1,1702,67,6,0,0,85,2,49
1,1712,66,5,0,0,31,2,39
1,1710,65,7,0,0,32,2,39
1,1724,65,8,0,0,30,2,21
1,1701,66,6,0,0,78,2,59
1,1705,66,5,0,0,83,3,15
1,1723,65,5,0,0,99,3,67
1,1734,62,8,0,0,26,3,48
1,1742,61,10,0,0,10,2,35
1,1746,61,6,0,0,33,2,43
1,1746,61,10,0,0,22,2,58
1,1705,66,10,0,0,96,3,68
1,1702,66,9,0,0,49,3,32
1,1720,65,8,0,0,93,3,64
1,1719,65,9,0,0,24,2,45
1,1760,60,10,0,0,30,2,31
1,1753,60,9,0,0,86,3,51
1,1764,60,8,0,0,22,3,74
1,1763,59,10,0,0,96,3,44
1,1734,63,6,0,0,82,3,21
1,1702,67,8,0,0,43,2,71
1,1698,67,7,0,0,66,2,51
1,1696,68,6,0,0,49,2,39
1,1692,68,8,0,0,37,3,70
1,1701,66,9,0,0,29,2,59
1,1704,67,6,0,0,75,3,62
1,1679,69,9,0,0,73,2,15
1,1684,69,6,0,0,78,3,27
1,1681,69,5,0,0,57,3,46
1,1706,67,6,0,0,28,3,23
1,1706,67,9,0,0,54,3,74
1,1706,66,6,0,0,40,2,45
1,1717,65,5,0,0,39,3,37
1,1731,63,10,0,0,54,2,59
1,1730,63,7,0,0,40,2,47
1,1729,63,7,0,0,85,2,67
1,1721,64,10,0,0,78,2,53
1,1690,69,10,0,0,100,2,51
1,1697,68,7,0,0,46,2,31
1,1699,67,9,0,0,29,2,74
1,1718,66,6,0,0,98,3,51
1,1717,65,5,0,0,53,2,21
1,1702,67,5,0,0,85,3,50
1,1697,67,10,0,0,35,2,71
1,1712,66,9,0,0,36,3,47
1,1712,65,7,0,0,19,3,50
1,1734,63,9,0,0,84,2,74
1,1733,63,10,0,0,82,2,44
1,1750,61,8,0,0,100,3,26
1,1745,61,7,0,0,50,2,39
1,1692,68,10,0,0,27,2,24
1,1655,72,6,0,0,73,2,75
1,1656,72,8,0,0,16,3,62
1,1654,72,8,0,0,96,3,56
1,1641,74,10,0,0,55,3,26
