active_cust,income,months_on_network,Num_complaints,number_plan_changes,relocated,monthly_bill,technical_issues_per_month,Speed_test_result
1,1592,83,4,1,0,43,4,85
1,1585,83,4,1,0,32,4,85
1,1592,83,4,1,0,39,4,85
1,1634,76,4,1,1,43,4,85
1,1629,76,4,1,1,33,4,85
1,1702,66,4,1,0,36,4,85
1,1742,62,4,1,0,76,4,85
1,1737,63,4,1,0,174,4,85
1,1730,63,4,1,0,50,4,85
1,1713,65,4,1,0,50,4,85
1,1666,72,4,1,0,180,4,85
1,1647,73,4,1,0,82,4,85
1,1624,77,4,1,0,78,4,85
1,1629,76,4,1,0,132,4,85
1,1614,79,4,1,0,40,4,85
1,1610,80,4,1,0,46,4,85
1,1610,80,4,1,0,80,4,85
1,1611,80,4,1,0,86,4,85
1,1613,80,4,1,0,93,4,85
1,1597,81,4,1,0,86,4,85
1,1594,82,4,1,0,80,4,85
1,1599,82,4,1,0,76,4,85
1,1594,83,4,1,0,82,4,85
1,1594,82,4,1,0,80,4,85
1,1596,83,4,1,0,87,4,85
1,1588,83,4,1,0,93,4,85
1,1639,75,4,1,0,94,4,85
1,1661,72,4,1,0,88,4,85
1,1661,73,4,1,0,92,4,85
1,1662,72,4,1,0,82,4,85
1,1649,73,4,1,0,86,4,85
1,1705,66,4,1,0,36,4,85
1,1661,72,4,1,0,128,4,85
1,1647,73,4,1,0,45,4,85
1,1652,73,4,1,0,36,4,85
1,1604,80,4,1,0,43,4,85
1,1607,81,4,1,0,39,4,85
1,1607,80,4,1,0,40,4,85
1,1606,79,4,1,0,48,4,85
0,1610,80,4,1,0,38,4,85
0,1607,80,4,1,0,47,4,85
1,1610,80,4,1,0,35,4,85
0,1636,75,4,1,0,89,4,85
0,1636,76,4,1,0,34,4,85
1,1629,76,4,1,0,52,4,85
1,1621,78,4,1,0,49,4,85
1,1616,78,4,1,0,42,4,85
1,1633,76,4,1,0,44,4,85
1,1678,70,4,1,0,79,4,85
1,1640,75,4,1,0,88,4,85
1,1637,75,4,1,0,130,4,85
1,1649,74,4,1,0,34,4,85
1,1642,74,4,1,0,87,4,85
1,1622,78,4,1,0,131,4,85
1,1625,77,4,1,0,44,4,85
1,1607,81,4,1,0,119,4,85
1,1605,81,4,1,0,42,4,85
1,1605,80,4,1,0,179,4,85
1,1617,78,4,1,0,177,4,85
1,1606,80,4,1,0,177,4,85
1,1623,78,4,1,0,168,4,85
1,1614,78,4,1,0,180,4,85
0,1620,79,4,1,0,167,4,85
0,1643,75,4,1,0,179,4,85
1,1638,75,4,1,0,165,4,85
1,1622,78,4,1,0,180,4,85
1,1626,78,4,1,0,164,4,85
1,1622,78,4,1,0,170,4,85
1,1620,78,4,1,0,178,4,85
1,1613,79,4,1,0,171,4,85
1,1627,78,4,1,0,161,4,85
1,1626,77,4,1,0,180,4,85
1,1625,78,4,1,0,170,4,85
1,1616,79,4,1,0,76,4,85
0,1615,79,4,1,0,168,4,85
1,1613,79,4,1,0,51,4,85
1,1631,76,4,1,0,38,4,85
1,1625,76,4,1,0,46,4,85
1,1630,77,4,1,0,136,4,85
1,1634,76,4,1,0,121,4,85
1,1628,76,4,1,0,130,4,85
1,1617,79,4,1,0,128,4,85
1,1602,81,4,1,0,138,4,85
1,1613,79,4,1,0,118,4,85
0,1624,78,4,1,0,128,4,85
0,1587,83,4,1,0,130,4,85
0,1608,81,4,1,0,127,4,85
0,1605,80,4,1,0,128,4,85
1,1604,81,4,1,0,120,4,85
1,1615,79,4,1,0,128,4,85
1,1616,79,4,1,0,122,4,85
1,1638,75,4,1,0,118,4,85
0,1626,77,4,1,0,125,4,85
0,1630,77,4,1,0,128,4,85
1,1626,78,4,1,0,119,4,85
1,1622,78,4,1,0,120,4,85
1,1620,77,4,1,0,127,4,85
1,1623,78,4,1,0,123,4,85
1,1626,78,4,1,0,137,4,85
1,1619,78,4,1,0,126,4,85
1,1618,77,4,1,0,126,4,85
1,1571,86,4,1,0,123,4,85
1,1589,82,4,1,0,133,4,85
1,1595,83,4,1,0,125,4,85
1,1595,82,4,1,0,137,4,85
1,1609,80,4,1,0,127,4,85
1,1635,76,4,1,0,119,4,85
1,1690,68,4,1,0,134,4,85
1,1687,69,4,1,0,125,4,85
1,1902,48,4,1,0,132,4,85
1,1831,53,4,1,0,130,4,85
1,1834,53,4,1,0,137,4,85
1,1785,58,4,1,0,134,4,85
1,1779,58,4,1,0,130,4,85
1,1742,62,4,1,0,168,4,85
1,1743,62,4,1,0,125,4,85
1,1675,69,4,1,0,136,4,85
1,1661,72,4,1,0,127,4,85
1,1662,72,4,1,0,119,4,85
1,1609,80,4,1,0,133,4,85
1,1617,78,4,1,0,129,4,85
1,1617,78,4,1,0,81,4,85
1,1596,82,4,1,0,122,4,85
1,1620,78,4,1,0,41,4,85
1,1619,78,4,1,0,49,4,85
1,1617,77,4,1,0,38,4,85
0,1647,74,4,3,1,49,4,85
0,1670,72,4,3,1,35,4,85
0,1635,75,4,3,1,42,4,85
0,1641,75,4,3,1,40,4,85
1,1643,74,4,1,0,48,4,85
1,1653,73,4,1,0,36,4,85
1,1649,74,4,1,0,52,4,85
1,1672,71,4,1,0,34,4,85
1,1673,70,4,1,0,48,4,85
1,1642,76,4,1,0,48,4,85
1,1636,76,4,1,0,42,4,85
1,1606,80,4,1,0,35,4,85
1,1617,78,4,1,0,39,4,85
1,1602,81,4,1,0,43,4,86
1,1603,81,4,1,0,41,4,86
1,1604,81,4,1,0,34,4,86
1,1605,81,4,1,0,43,4,86
1,1604,81,4,1,0,30,4,86
1,1597,82,4,1,0,118,4,85
1,1610,80,4,1,0,43,4,85
1,1609,80,4,1,0,41,4,85
1,1623,78,4,1,0,49,4,85
0,1666,72,4,3,1,123,4,86
0,1665,71,4,3,1,87,4,86
0,1681,70,4,3,1,90,4,86
0,1677,69,4,3,1,78,4,86
0,1698,67,4,3,1,88,4,86
0,1702,67,4,3,1,73,4,86
0,1696,67,4,3,1,77,4,86
0,1674,70,4,3,1,83,4,86
1,1700,67,4,2,0,43,4,86
1,1694,67,4,2,0,37,4,86
1,1696,67,4,2,0,38,4,86
1,1700,67,4,2,0,36,4,86
1,1700,67,4,2,0,120,4,86
1,1676,70,4,2,0,90,4,86
1,1669,70,4,2,0,73,4,86
1,1670,71,4,2,0,44,4,86
1,1676,70,4,2,0,40,4,86
1,1676,71,4,2,0,73,4,86
1,1682,69,4,2,0,80,4,86
1,1689,68,4,2,0,176,4,86
1,1689,68,4,2,0,168,4,86
1,1690,68,4,2,0,175,4,86
1,1706,66,4,2,0,158,4,86
1,1701,67,4,2,0,166,4,86
1,1700,67,4,2,0,176,4,86
1,1721,65,4,2,0,172,4,86
1,1718,65,4,2,0,172,4,86
1,1722,64,4,2,0,178,4,86
0,1720,64,4,2,0,84,4,86
1,1695,67,4,2,0,82,4,86
1,1694,69,4,2,0,95,4,86
0,1670,70,4,2,0,84,4,86
1,1669,72,4,2,0,77,4,86
1,1661,71,4,2,0,82,4,86
1,1657,72,4,2,0,124,4,86
1,1660,72,4,2,0,122,4,86
1,1661,72,4,2,0,85,4,86
1,1671,70,4,2,0,92,4,86
1,1672,71,4,2,0,158,4,86
1,1726,64,4,2,0,36,4,86
1,1733,63,4,2,0,84,4,86
1,1689,69,4,2,0,87,4,86
1,1694,68,4,2,0,90,4,86
1,1688,68,4,2,0,173,4,86
1,1683,69,4,2,0,38,4,86
1,1685,69,4,2,0,30,4,86
1,1702,68,4,2,0,163,4,86
1,1674,71,4,2,0,171,4,86
1,1641,74,4,2,0,162,4,86
1,1649,74,4,2,0,173,4,86
1,1644,75,4,2,0,161,4,86
1,1653,73,4,2,0,39,4,86
0,1654,74,4,2,0,165,4,86
1,1671,71,4,2,0,172,4,86
1,1666,71,4,2,0,175,4,86
1,1681,70,4,2,0,163,4,86
1,1693,67,4,2,0,168,4,86
1,1667,72,4,2,0,167,4,86
1,1668,71,4,2,0,118,4,87
1,1659,73,4,2,0,39,4,87
1,1667,71,4,0,0,37,4,87
1,1682,70,4,0,0,82,4,87
1,1674,70,4,0,0,123,4,87
1,1677,69,4,0,0,94,4,87
1,1677,69,4,0,0,81,4,87
1,1684,69,4,0,0,46,4,87
1,1688,68,4,0,0,39,4,87
1,1689,69,4,0,0,51,4,87
1,1681,69,4,2,0,49,4,86
1,1682,68,4,2,0,37,4,86
1,1674,71,4,2,0,120,4,86
1,1657,73,4,2,0,35,4,86
1,1662,73,4,2,0,124,4,86
1,1645,75,4,2,0,87,4,87
1,1644,75,4,2,0,90,4,87
1,1649,73,4,2,0,170,4,87
1,1694,68,4,0,0,79,4,87
1,1686,69,4,0,0,79,4,87
1,1685,68,4,0,0,91,4,87
1,1724,64,4,0,0,85,4,87
1,1722,64,4,0,0,83,4,87
1,1726,64,4,0,0,33,4,87
1,1699,66,4,0,0,42,4,87
1,1700,66,4,0,0,38,4,87
1,1699,67,4,0,0,120,4,87
1,1657,73,4,0,0,90,4,86
1,1658,72,4,0,0,95,4,87
1,1654,73,4,0,0,80,4,87
1,1655,72,4,0,0,75,4,87
1,1653,73,4,0,0,94,4,87
1,1666,71,4,0,0,35,4,87
1,1671,71,4,0,0,132,4,87
1,1665,71,4,0,0,168,4,87
1,1669,71,4,0,0,161,4,87
1,1665,71,4,0,0,176,4,87
1,1663,71,4,0,0,179,4,87
1,1663,72,4,0,0,165,4,86
1,1671,71,4,0,0,93,4,86
1,1697,67,4,0,0,117,4,87
1,1706,66,4,0,0,42,4,87
1,1717,65,4,0,0,50,4,87
1,1655,73,4,0,0,170,4,87
1,1653,73,4,0,0,177,4,87
1,1665,72,4,0,0,163,4,86
1,1657,74,4,0,0,176,4,86
1,1653,73,4,0,0,181,4,86
1,1653,73,4,0,0,168,4,86
1,1657,72,4,0,0,174,4,86
1,1659,72,4,0,0,181,4,87
1,1701,67,4,0,0,46,4,87
1,1689,68,4,0,0,52,4,87
1,1677,70,4,0,0,39,4,87
1,1673,70,4,0,0,87,4,87
1,1665,72,4,0,0,171,4,87
1,1662,72,4,0,0,135,4,87
1,1670,71,4,0,0,75,4,87
1,1662,71,4,0,0,40,4,87
1,1678,70,4,2,0,34,4,87
1,1667,72,4,2,0,32,4,87
1,1658,72,4,2,0,169,4,87
0,1637,76,4,2,0,75,4,87
1,1637,75,4,2,0,87,4,87
1,1636,76,4,2,0,177,4,87
1,1653,73,4,2,0,158,4,87
1,1661,71,4,2,0,90,4,86
1,1665,72,4,2,0,49,4,86
1,1663,71,4,2,0,132,4,86
1,1654,73,4,2,0,173,4,87
1,1637,75,5,2,0,84,4,87
1,1634,76,5,2,0,89,4,87
1,1633,76,5,2,0,41,4,87
1,1648,74,5,2,0,42,4,87
1,1642,75,5,2,0,35,4,87
1,1664,72,5,2,0,37,4,87
1,1663,72,5,2,0,34,4,87
1,1665,72,5,2,0,48,4,86
1,1696,67,5,2,0,41,4,86
1,1693,67,4,2,0,48,4,86
1,1715,65,4,2,0,46,4,86
1,1720,65,4,2,0,30,4,86
1,1724,65,4,2,0,49,4,86
1,1734,63,4,2,0,36,4,86
1,1726,64,4,2,0,49,4,86
1,1730,63,4,2,0,33,4,86
1,1716,64,4,2,0,31,4,86
1,1693,67,5,2,0,50,4,86
1,1700,67,5,2,0,35,4,86
0,1693,67,5,2,0,36,4,86
1,1690,68,5,2,0,46,4,86
1,1695,68,5,2,0,32,4,86
1,1681,69,5,2,0,49,4,86
1,1688,69,5,2,0,39,4,86
1,1685,69,5,2,0,43,4,86
1,1685,69,5,2,0,39,4,86
1,1694,67,5,2,0,31,4,86
1,1688,69,4,2,0,35,4,86
1,1684,69,4,2,0,32,4,86
1,1684,68,4,2,0,48,4,86
1,1699,67,4,2,0,44,4,86
1,1670,70,4,2,0,34,4,86
1,1663,72,4,2,0,158,4,86
1,1672,71,4,2,0,92,4,86
1,1681,69,4,2,0,42,4,86
1,1675,70,4,2,0,169,4,86
1,1674,70,4,2,0,43,4,86
1,1672,71,4,2,0,39,4,86
1,1669,70,4,2,0,38,4,86
1,1668,71,4,2,0,117,4,86
1,1670,71,4,2,0,134,4,86
1,1669,71,4,2,0,33,4,86
1,1664,72,4,2,0,42,4,86
1,1678,70,4,2,0,167,4,86
1,1673,70,4,2,0,176,4,86
1,1671,70,4,2,0,159,4,86
1,1673,70,4,2,0,177,4,86
1,1689,69,4,2,0,138,4,86
1,1681,69,4,2,0,127,4,86
1,1688,69,4,2,0,130,4,86
1,1676,71,4,2,0,120,4,87
1,1675,70,4,2,0,179,4,87
1,1676,70,4,2,0,133,4,87
1,1674,71,4,2,0,128,4,87
1,1657,71,4,2,0,131,4,87
1,1680,70,4,2,0,119,4,87
1,1657,71,4,2,0,138,4,88
1,1662,72,4,0,0,44,4,87
1,1670,72,4,0,0,166,4,87
1,1663,72,4,0,0,174,4,87
1,1675,71,4,0,0,175,4,87
1,1679,69,4,0,0,171,4,87
1,1682,69,4,0,0,49,4,87
1,1680,70,4,0,0,35,4,87
1,1674,70,4,0,0,174,4,87
1,1662,71,4,0,0,92,4,87
1,1667,72,4,0,0,79,4,87
1,1669,71,4,0,0,166,4,87
1,1675,71,4,0,0,176,4,87
1,1670,70,4,0,0,134,4,87
1,1676,70,4,0,0,48,4,87
1,1671,70,4,0,0,171,4,87
1,1672,70,4,0,0,161,4,87
1,1680,70,4,0,0,84,4,86
1,1691,68,4,0,0,36,4,86
1,1694,68,4,0,0,164,4,86
1,1686,68,4,0,0,83,4,86
1,1674,70,4,0,0,48,4,86
1,1681,70,4,0,0,45,4,86
1,1666,71,4,0,0,41,4,86
1,1676,70,4,0,0,177,4,86
1,1682,70,4,0,0,165,4,86
1,1664,72,4,0,0,174,4,86
1,1662,73,4,0,0,174,4,86
1,1660,73,4,0,0,87,4,86
1,1658,73,4,0,0,84,4,86
1,1661,72,4,0,0,34,4,86
1,1662,71,4,0,0,32,4,86
1,1689,69,4,0,0,176,4,86
1,1695,67,4,0,0,171,4,86
1,1681,69,4,0,0,172,4,86
1,1674,70,4,0,0,169,4,86
1,1692,68,4,0,0,131,4,86
1,1676,70,4,0,0,129,4,86
1,1675,69,4,0,0,161,4,86
1,1677,70,4,0,0,133,4,86
1,1678,70,4,0,0,30,4,86
1,1670,70,4,0,0,158,4,86
1,1670,70,4,0,0,31,4,87
1,1657,72,4,0,0,115,4,86
1,1665,72,4,0,0,133,4,86
1,1664,72,4,0,0,35,4,86
1,1658,72,4,0,0,169,4,86
1,1666,72,4,0,0,118,4,86
1,1663,72,4,2,0,132,4,86
1,1663,71,4,2,0,92,4,86
1,1657,73,4,2,0,86,4,86
1,1658,74,4,2,0,86,4,86
0,1659,73,4,2,0,77,4,87
0,1655,72,4,2,0,122,4,87
1,1672,70,4,2,0,85,4,87
1,1687,69,4,2,0,158,3,87
1,1655,73,4,2,0,120,2,86
1,1662,72,4,2,0,120,1,86
1,1659,72,4,2,0,117,1,86
1,1664,72,4,2,0,131,1,86
1,1667,71,4,2,0,117,1,86
1,1645,74,4,2,0,118,1,86
1,1648,74,4,2,0,124,1,86
1,1628,77,4,2,0,124,1,86
1,1628,77,4,2,0,31,1,87
1,1649,74,4,2,0,41,1,87
1,1649,74,4,2,0,93,1,87
1,1667,71,4,2,0,159,1,87
0,1669,70,4,7,1,46,1,87
0,1666,71,4,7,1,35,1,87
1,1660,72,4,2,0,45,1,87
1,1662,71,4,2,0,92,1,87
1,1688,68,4,0,0,169,2,87
1,1685,69,4,0,0,180,2,86
1,1684,69,4,0,0,137,2,86
1,1679,69,4,0,0,78,2,86
1,1697,68,4,0,0,163,2,86
1,1695,67,4,0,0,126,2,86
1,1697,68,4,0,0,172,3,86
1,1701,67,4,0,0,45,3,86
1,1698,67,4,0,0,34,3,86
1,1697,68,4,0,0,135,3,86
1,1678,70,4,0,0,45,3,86
1,1666,71,4,2,0,46,3,86
0,1683,69,4,9,1,34,3,86
0,1663,71,4,4,1,162,3,86
0,1663,71,4,4,1,34,4,86
0,1661,71,4,4,1,32,4,86
1,1681,70,4,2,0,130,4,86
1,1697,67,4,2,0,38,4,86
1,1710,66,4,2,0,76,4,86
1,1683,69,4,2,0,38,4,86
1,1714,66,4,2,0,169,4,86
1,1680,69,4,2,0,50,4,86
1,1675,69,4,2,0,45,4,86
1,1688,69,4,2,0,47,4,86
1,1685,68,5,2,0,49,4,86
1,1670,71,5,2,0,167,4,86
1,1692,68,5,2,0,174,4,86
1,1704,66,5,2,0,172,4,86
1,1702,67,5,2,0,176,4,86
1,1705,67,5,2,0,164,4,86
1,1699,67,5,2,0,178,4,86
1,1673,70,5,2,0,171,4,86
1,1674,70,5,2,0,128,4,86
1,1681,70,5,2,0,123,4,86
0,1680,70,5,2,0,171,4,86
0,1679,70,5,2,0,43,4,86
1,1683,68,5,2,0,166,4,86
1,1677,71,5,2,0,46,3,86
1,1677,70,5,2,0,50,3,86
1,1686,68,5,2,0,93,3,86
1,1693,68,4,2,0,134,3,86
1,1685,68,4,2,0,44,3,86
1,1680,69,4,2,0,77,4,86
1,1681,70,4,2,0,164,4,86
1,1683,69,4,2,0,79,4,86
1,1682,69,4,2,0,81,4,86
1,1680,69,4,2,0,120,4,86
1,1677,70,4,2,0,79,4,86
1,1680,69,4,2,0,77,4,86
1,1642,74,4,2,0,160,4,86
1,1668,70,5,2,0,80,3,86
1,1683,69,5,2,0,137,3,86
1,1679,69,5,2,0,168,3,87
1,1685,69,5,2,0,162,3,86
1,1665,71,5,2,0,32,3,87
1,1672,71,4,2,0,86,3,87
1,1669,72,4,2,0,126,3,87
1,1664,71,4,2,0,88,3,87
1,1666,71,4,2,0,174,3,87
1,1674,71,4,0,0,174,2,87
1,1664,72,4,0,0,126,2,87
1,1661,72,4,0,0,39,2,87
1,1657,72,4,0,0,163,2,87
1,1659,73,4,0,0,78,2,87
1,1645,74,4,0,0,175,2,87
1,1649,74,4,0,0,165,2,87
1,1645,74,4,0,0,75,2,87
1,1638,76,4,0,0,177,2,87
1,1643,75,4,0,0,118,2,87
0,1635,76,4,0,1,178,2,87
1,1638,76,4,0,0,165,2,87
1,1627,78,4,0,0,177,2,87
1,1622,77,4,0,0,159,2,87
1,1628,77,4,0,0,33,3,87
1,1632,77,4,0,0,40,3,87
1,1645,73,4,0,0,46,3,87
1,1650,74,4,0,0,84,3,87
1,1652,74,4,0,0,94,3,87
1,1662,71,4,0,0,77,3,87
1,1680,69,4,0,0,177,3,87
1,1686,69,4,0,0,159,3,87
1,1678,70,4,0,0,79,3,87
1,1676,70,4,0,0,87,3,86
1,1666,70,4,0,0,161,3,86
1,1665,71,4,0,0,30,3,86
1,1667,71,4,0,0,161,2,87
1,1649,74,4,0,0,44,2,87
1,1643,75,4,0,0,79,1,87
1,1637,75,4,0,0,43,1,87
1,1639,75,4,0,0,30,1,87
1,1637,75,4,0,0,31,1,87
1,1636,76,4,0,0,120,1,87
1,1638,76,4,0,0,86,1,87
1,1629,76,4,0,0,122,1,87
1,1617,78,4,0,0,42,1,87
1,1619,78,4,0,0,78,1,87
1,1621,78,4,0,0,126,1,87
1,1629,76,4,0,0,131,1,87
1,1630,77,4,0,0,73,1,87
1,1618,78,4,0,0,168,1,87
1,1626,78,4,0,0,165,1,87
1,1618,80,4,0,0,164,1,87
1,1614,79,4,0,0,79,1,87
1,1622,78,4,0,0,176,1,87
1,1626,78,4,0,0,132,1,87
1,1623,78,4,0,0,173,1,87
1,1633,76,4,0,0,127,1,87
1,1620,79,4,0,0,125,1,87
1,1613,78,4,0,0,124,1,87
1,1621,77,4,0,0,127,1,87
1,1629,77,4,0,0,121,1,87
1,1638,75,4,0,0,122,1,87
1,1621,77,4,0,0,133,1,87
1,1643,75,4,0,0,129,1,87
1,1638,75,4,0,0,127,1,87
1,1670,71,4,0,0,128,1,86
1,1660,72,4,0,0,118,1,86
1,1659,73,4,0,0,132,1,86
1,1656,72,4,0,0,135,1,86
1,1662,71,4,0,0,115,1,86
1,1632,76,4,0,0,130,1,86
1,1650,73,4,0,0,119,1,87
1,1656,73,4,0,0,135,1,87
1,1649,74,4,0,0,123,1,87
1,1642,75,4,0,0,132,1,86
1,1637,75,4,0,0,134,1,86
1,1664,72,4,0,0,122,1,86
1,1686,69,4,0,0,119,1,86
1,1728,63,4,0,0,131,1,86
1,1747,61,4,0,0,125,1,86
1,1727,64,4,0,0,131,1,86
1,1728,64,4,0,0,126,1,86
1,1725,64,4,0,0,129,1,86
1,1728,64,4,0,0,117,1,86
1,1690,67,4,0,0,131,1,86
1,1744,62,4,0,0,115,1,86
1,1739,62,4,0,0,134,1,86
1,1784,58,4,0,0,122,1,86
1,1725,65,4,0,0,131,1,86
1,1741,62,4,0,0,122,1,86
1,1738,62,4,0,0,123,1,86
1,1702,66,4,0,0,131,1,86
1,1703,66,4,0,0,116,1,86
1,1709,66,4,0,0,135,1,86
1,1709,65,4,0,0,133,1,86
1,1710,66,4,0,0,124,1,86
1,1728,64,4,0,0,119,1,86
1,1754,61,4,0,0,116,1,86
1,1721,65,4,0,0,129,1,86
1,1718,64,4,0,0,122,1,86
1,1724,64,4,0,0,126,1,86
1,1708,66,4,0,0,123,1,86
1,1712,66,4,0,0,130,1,86
1,1706,66,4,0,0,116,1,86
1,1709,65,4,0,0,121,1,86
1,1725,64,4,0,0,131,1,86
1,1723,64,4,0,0,133,1,86
1,1730,63,4,0,0,121,1,86
1,1744,62,4,0,0,130,1,86
1,1741,62,4,0,0,121,1,86
1,1727,64,4,0,0,117,1,86
1,1703,66,4,0,0,124,1,86
1,1703,66,4,0,0,117,1,86
1,1715,65,4,0,0,130,1,86
1,1729,64,4,0,0,135,1,86
1,1691,68,4,0,0,125,1,86
1,1670,71,4,0,0,36,1,86
1,1646,73,4,0,0,32,1,86
1,1658,72,4,0,0,35,1,86
1,1690,68,4,0,0,50,1,86
1,1694,68,4,0,0,40,1,86
1,1708,67,4,0,0,47,1,86
1,1701,66,4,0,0,37,1,86
1,1704,66,4,0,0,48,1,86
1,1706,67,4,0,0,50,1,86
1,1705,67,4,0,0,43,1,86
1,1694,67,4,0,0,35,1,86
1,1665,72,4,0,0,44,1,86
1,1666,71,4,0,0,38,1,86
1,1670,71,4,0,0,46,1,86
1,1682,69,4,0,0,39,1,86
1,1704,67,4,0,0,45,1,86
1,1678,70,4,0,0,45,1,86
1,1650,74,4,0,0,44,1,86
1,1642,75,4,0,0,49,1,86
1,1633,75,4,0,0,37,1,86
1,1636,75,4,0,0,33,1,86
1,1667,71,4,0,0,36,1,86
1,1668,71,4,0,0,46,1,86
1,1659,72,4,0,0,41,1,86
1,1690,68,4,0,0,38,1,86
1,1692,68,4,0,0,42,1,86
1,1691,68,4,0,0,31,1,86
1,1700,67,4,0,0,43,1,86
1,1701,66,4,0,0,38,1,86
1,1694,68,4,0,0,44,1,86
1,1666,71,4,0,0,42,1,86
1,1659,72,4,0,0,34,1,86
1,1665,72,4,0,0,43,1,85
1,1664,72,4,0,0,49,1,86
1,1699,67,4,0,0,34,1,85
1,1699,67,4,0,0,49,1,86
1,1702,67,4,0,0,49,1,86
1,1712,66,4,0,0,36,1,86
1,1710,65,4,0,0,40,1,86
1,1724,65,4,0,0,36,1,86
1,1701,66,4,0,0,38,1,86
1,1705,66,4,0,0,44,1,86
1,1723,65,4,0,0,35,1,86
1,1734,62,4,0,0,37,1,86
1,1742,61,4,0,0,47,1,86
1,1746,61,4,0,0,42,1,86
1,1746,61,4,0,0,36,1,86
1,1705,66,4,0,0,36,1,86
1,1702,66,4,0,0,41,1,86
1,1720,65,4,0,0,34,1,85
1,1719,65,4,0,0,51,1,85
1,1760,60,4,0,0,46,1,85
1,1753,60,4,0,0,30,1,85
1,1764,60,4,0,0,47,1,85
1,1763,59,4,0,0,39,1,85
1,1734,63,4,0,0,34,1,85
1,1702,67,4,0,0,49,1,85
1,1698,67,4,0,0,36,1,85
1,1696,68,4,0,0,31,1,85
1,1692,68,4,0,0,39,1,86
1,1701,66,4,0,0,47,1,86
1,1704,67,4,0,0,43,1,86
1,1679,69,4,0,0,33,1,86
1,1684,69,4,0,0,40,1,86
1,1681,69,4,0,0,49,1,86
1,1706,67,4,0,0,44,1,86
1,1706,67,4,0,0,42,1,86
1,1706,66,4,0,0,48,1,86
1,1717,65,4,0,0,41,1,86
1,1731,63,4,0,0,36,1,86
1,1730,63,4,0,0,46,1,86
1,1729,63,4,0,0,50,1,86
1,1721,64,4,0,0,40,1,86
1,1690,69,4,0,0,47,1,86
1,1697,68,4,0,0,34,1,85
1,1699,67,4,0,0,46,1,85
1,1718,66,4,0,0,31,1,86
1,1717,65,4,0,0,39,1,85
1,1702,67,4,0,0,42,1,86
1,1697,67,4,0,0,35,1,86
1,1712,66,4,0,0,42,1,86
1,1712,65,4,0,0,36,1,85
1,1734,63,4,0,0,31,1,85
1,1733,63,4,0,0,41,1,85
1,1750,61,4,0,0,39,1,85
1,1745,61,4,0,0,35,1,85
1,1692,68,4,0,0,37,1,86
1,1655,72,4,0,0,52,1,86
1,1656,72,4,0,0,42,1,86
1,1654,72,4,0,0,34,1,87
1,1641,74,4,0,0,45,1,87
